#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1261.80      0.17551    1.755e-01   
1       1408.00      0.07957    7.957e-02   
2       1518.80      0.07780    7.780e-02   
3       1581.70      0.04210    4.405e-02   
4       1660.10      0.05218    5.218e-02   
5       1735.60      0.05110    5.322e-02   
6       1794.00      0.06850    9.475e-03   
7       1830.10      0.08883    1.984e-02   
8       1884.30      0.07113    2.028e-02   
9       1969.00      0.08660    1.344e-02   
10      2039.10      0.09859    1.082e-02   
11      2086.70      0.10076    7.690e-03   
12      2145.70      0.11453    6.239e-03   
13      2208.90      0.10445    6.506e-03   
14      2245.80      0.10441    4.161e-03   
15      2290.50      0.11347    4.243e-03   
16      2338.10      0.10431    8.855e-03   
17      2401.70      0.11603    7.457e-03   
18      2446.70      0.11629    3.811e-03   
19      2496.05      0.12407    4.828e-03   
20      2552.70      0.12484    3.083e-03   
21      2607.90      0.14808    3.589e-03   
22      2655.40      0.17009    1.457e-03   
23      2712.80      0.18614    1.395e-03   
24      2784.80      0.18293    2.100e-03   
25      2834.70      0.21103    1.995e-03   
26      2894.90      0.25383    1.024e-03   
27      2933.00      0.26487    1.542e-03   
28      2985.90      0.28142    1.587e-03   
29      3059.00      0.29909    1.415e-03   
30      3117.40      0.33847    4.997e-04   
31      3191.95      0.35503    7.219e-04   
32      3268.00      0.38773    2.357e-03   
33      3320.90      0.38643    1.311e-03   
34      3395.20      0.42133    7.911e-04   
35      3492.40      0.44447    6.595e-04   
36      3595.10      0.46553    1.343e-03   
37      3657.00      0.52315    4.316e-04   
38      3724.30      0.54972    6.857e-04   
39      3804.20      0.58973    3.258e-04   
40      3879.90      0.67428    6.296e-04   
41      3997.10      0.75516    6.057e-04   
42      4080.90      0.80330    3.819e-04   
43      4178.20      0.88449    2.144e-04   
44      4287.30      0.94874    2.777e-04   
45      4382.20      0.98443    3.154e-04   
46      4488.10      1.03550    2.091e-04   
47      4589.10      1.06640    3.182e-04   
48      4717.20      1.08880    1.686e-04   
49      4811.10      1.09350    1.769e-04   
50      4905.70      1.10420    1.525e-04   
51      5018.00      1.08790    1.540e-04   
52      5109.50      1.09340    1.588e-04   
53      5222.40      1.09040    1.148e-04   
54      5320.00      1.09570    1.269e-04   
55      5457.90      1.10790    1.574e-04   
56      5617.50      1.10240    1.973e-04   
57      5772.90      1.07745    1.068e-04   
58      5894.80      1.08040    1.302e-04   
59      6000.90      1.08270    1.192e-04   
60      6121.90      1.06760    1.708e-04   
61      6235.10      1.04410    2.553e-04   
62      6369.60      1.04150    1.357e-04   
63      6540.50      1.02950    1.150e-04   
64      6708.00      1.01500    1.569e-04   
65      6950.00      0.98601    1.711e-04   
66      7165.20      0.96878    1.437e-04   
67      7399.00      0.96054    1.169e-04   
68      7601.50      0.94239    1.887e-04   
69      7852.30      0.91756    1.226e-04   
70      8122.60      0.87867    1.686e-04   
71      8317.60      0.87148    1.107e-04   
72      8731.30      0.82484    3.771e-04   
73      8934.60      0.81335    2.461e-04   
74      9177.80      0.79884    1.313e-04   
75      9741.30      0.77162    1.221e-04   
76     10204.00      0.74967    4.268e-05   
77     10436.00      0.72258    1.955e-04   
78     11267.00      0.63740    1.849e-05   
79     13931.00      0.50230    4.241e-06   
80     15679.00      0.43014    3.177e-06   
81     16955.00      0.36804    3.300e-06   
82     18438.00      0.30017    2.297e-06   
83     20779.00      0.20466    9.692e-06   
84     22203.00      0.16588    2.306e-04   
85     24510.00      0.10593    8.738e-04   
86     27828.00      0.06820    7.336e-04   
87     32269.00      0.04484    1.039e-03   
88     37562.00      0.02450    7.744e-04   
89     98230.00      0.00067    6.678e-04   
90    425570.00      0.00081    8.136e-04   
91    680910.00      0.00048    4.797e-04   
