#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1127.90      0.20207    6.499e-02   
1       1324.20      0.55932    3.725e-02   
2       1457.00      0.54242    1.036e-02   
3       1556.50      0.54040    1.046e-02   
4       1592.70      0.60634    2.053e-02   
5       1644.40      0.45011    4.708e-03   
6       1709.90      0.61124    1.441e-02   
7       1770.90      0.52329    1.330e-02   
8       1822.30      0.58159    1.133e-02   
9       1864.50      0.49791    1.273e-02   
10      1905.10      0.48700    4.098e-03   
11      1955.90      0.56862    1.506e-02   
12      2025.20      0.46477    3.929e-03   
13      2075.35      0.47862    3.982e-03   
14      2115.00      0.42205    5.182e-03   
15      2188.30      0.42573    1.058e-03   
16      2228.70      0.38352    1.275e-02   
17      2279.40      0.42589    2.960e-03   
18      2324.50      0.42423    2.643e-02   
19      2351.55      0.44570    1.435e-03   
20      2404.30      0.42138    1.829e-02   
21      2484.30      0.46020    8.572e-03   
22      2516.20      0.46177    4.330e-03   
23      2581.10      0.45719    1.737e-03   
24      2647.50      0.42685    2.099e-03   
25      2689.20      0.49315    6.522e-04   
26      2734.95      0.49527    1.979e-03   
27      2806.60      0.51733    1.342e-03   
28      2844.20      0.56143    1.774e-03   
29      2883.40      0.52670    2.495e-03   
30      2925.10      0.51532    1.302e-03   
31      2996.60      0.51251    4.976e-03   
32      3085.25      0.51760    4.878e-04   
33      3169.10      0.57744    3.373e-03   
34      3218.20      0.55194    6.530e-04   
35      3297.65      0.56963    2.991e-03   
36      3382.00      0.57376    1.218e-03   
37      3442.70      0.57859    2.102e-03   
38      3530.75      0.60852    8.696e-04   
39      3611.30      0.59884    1.436e-03   
40      3674.30      0.66725    7.545e-04   
41      3739.40      0.70376    1.843e-03   
42      3825.40      0.73106    8.686e-04   
43      3935.70      0.83692    1.362e-03   
44      4025.95      0.90145    7.837e-04   
45      4103.00      0.93437    2.921e-03   
46      4230.80      0.94642    8.016e-03   
47      4358.50      0.99869    2.252e-04   
48      4431.30      1.00480    8.148e-04   
49      4526.90      1.04950    7.646e-04   
50      4626.90      0.97015    9.447e-04   
51      4710.20      1.01550    5.040e-04   
52      4851.00      1.03050    1.095e-03   
53      4958.60      1.00811    5.250e-04   
54      5018.90      1.03040    1.298e-03   
55      5175.60      1.00290    7.326e-04   
56      5359.60      0.95768    1.500e-04   
57      5496.40      0.96830    3.690e-04   
58      5584.20      0.97914    5.233e-04   
59      5768.55      0.95440    1.129e-03   
60      5889.90      0.94996    1.115e-03   
61      5995.90      0.92194    2.227e-03   
62      6106.20      0.94608    5.814e-04   
63      6222.20      0.94463    4.607e-04   
64      6448.70      0.97172    4.652e-04   
65      6523.00      0.92175    5.696e-03   
66      6740.80      0.96866    1.274e-04   
67      7004.20      0.89283    3.087e-04   
68      7213.70      0.85225    3.753e-04   
69      7527.10      0.81576    8.569e-04   
70      7609.10      0.83941    8.321e-04   
71      7831.20      0.79902    1.290e-03   
72      8096.20      0.74760    7.597e-04   
73      8613.80      0.71838    5.537e-04   
74      9181.70      0.70790    1.514e-04   
75      9637.90      0.68767    2.870e-04   
76      9994.40      0.66588    1.918e-03   
77     10340.00      0.60795    1.032e-03   
78     10658.50      0.60822    1.923e-04   
79     12683.00      0.51743    1.973e-05   
80     14780.00      0.41151    9.293e-06   
81     16139.00      0.39833    3.854e-05   
82     17323.00      0.33121    4.814e-05   
83     20069.00      0.25403    4.191e-05   
84     21479.50      0.18722    7.941e-05   
85     23889.00      0.13912    6.766e-04   
86     26717.00      0.08625    8.903e-03   
87     29967.50      0.05866    3.046e-03   
88     36923.00      0.03736    5.683e-03   
89     95525.00      0.01793    6.377e-04   
90    434780.00      0.00907    1.742e-03   
91    695650.00      0.01858    3.454e-04   
