#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1062.65      0.23567    2.836e-01   
1       1278.50      0.67466    2.324e-02   
2       1386.20      0.86059    4.540e-02   
3       1464.95      1.02717    9.199e-03   
4       1525.85      0.96934    2.047e-02   
5       1601.25      0.85708    8.387e-03   
6       1648.55      0.93258    1.390e-02   
7       1688.05      1.00995    1.509e-02   
8       1748.90      0.90535    1.682e-03   
9       1795.15      0.94269    1.312e-02   
10      1897.85      0.87029    9.340e-03   
11      1939.80      0.85001    1.178e-03   
12      2005.30      0.72140    1.298e-02   
13      2078.25      0.75299    6.036e-03   
14      2105.25      0.70847    4.657e-03   
15      2160.90      0.63365    1.826e-03   
16      2200.50      0.69236    1.933e-03   
17      2291.55      0.61833    5.076e-03   
18      2330.00      0.57107    1.397e-02   
19      2364.85      0.65528    3.465e-03   
20      2409.75      0.59513    1.022e-02   
21      2462.45      0.67527    2.512e-03   
22      2495.85      0.67314    1.936e-03   
23      2554.85      0.67285    1.226e-03   
24      2602.15      0.67691    2.354e-03   
25      2673.15      0.68990    1.498e-03   
26      2723.20      0.69998    5.959e-04   
27      2796.90      0.67861    2.250e-03   
28      2844.15      0.66924    6.082e-03   
29      2922.40      0.73917    5.353e-03   
30      2976.70      0.69413    2.187e-03   
31      3049.45      0.71672    7.612e-04   
32      3081.60      0.68414    8.824e-03   
33      3152.15      0.67251    4.106e-03   
34      3214.25      0.68284    1.971e-03   
35      3307.25      0.69729    2.100e-03   
36      3361.15      0.65695    6.090e-04   
37      3446.00      0.69547    1.217e-02   
38      3505.30      0.72907    1.382e-03   
39      3563.30      0.74653    8.789e-04   
40      3663.00      0.75918    1.487e-03   
41      3752.20      0.83031    3.175e-03   
42      3896.25      0.89556    1.056e-03   
43      3996.35      0.92802    1.214e-03   
44      4086.90      0.96445    1.666e-03   
45      4166.10      0.97834    3.895e-03   
46      4208.45      0.95208    1.070e-03   
47      4377.55      0.99821    3.098e-03   
48      4479.30      1.00380    1.354e-03   
49      4569.65      0.99005    9.251e-04   
50      4639.30      0.98181    8.235e-04   
51      4870.75      0.97060    8.585e-04   
52      4943.00      0.92887    2.297e-03   
53      4987.80      0.96297    3.821e-04   
54      5075.60      0.91935    8.372e-04   
55      5234.05      0.90594    2.035e-03   
56      5447.05      0.85348    9.284e-04   
57      5536.30      0.87768    1.079e-03   
58      5614.00      0.86719    4.769e-04   
59      5776.85      0.83330    2.172e-03   
60      5856.25      0.82220    2.735e-03   
61      6033.65      0.73725    1.762e-03   
62      6129.15      0.86771    5.081e-04   
63      6221.30      0.85822    9.068e-04   
64      6445.45      0.87249    2.556e-03   
65      6621.85      0.91165    1.710e-03   
66      6752.15      0.89085    4.604e-04   
67      6891.00      0.88590    7.236e-04   
68      7172.25      0.74302    7.449e-04   
69      7585.35      0.66636    6.003e-04   
70      8216.60      0.62834    1.454e-03   
71      8410.75      0.60474    6.528e-03   
72      8546.45      0.60505    8.810e-04   
73      8621.35      0.61977    1.956e-03   
74      8888.00      0.61898    7.126e-04   
75      9362.30      0.58793    1.503e-04   
76      9503.05      0.56158    2.036e-04   
77      9888.40      0.53141    2.828e-04   
78     10635.00      0.47665    3.038e-04   
79     13788.00      0.36888    3.050e-05   
80     14572.00      0.34638    4.091e-05   
81     15894.00      0.30208    2.370e-05   
82     17724.50      0.24407    1.942e-05   
83     19589.00      0.21255    1.420e-05   
84     21464.00      0.14345    9.414e-04   
85     22946.50      0.10031    1.106e-02   
86     25799.50      0.08369    4.690e-03   
87     31465.00      0.05369    1.416e-03   
88     34889.00      0.02657    1.393e-02   
89     95178.00      0.00231    2.871e-04   
90    397790.00      0.00198    3.091e-04   
91    636460.00      0.00248    1.015e-04   
