#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1211.10      1.51200    7.217e-02   
1       1412.85      1.49870    1.176e-02   
2       1508.90      1.44540    2.347e-02   
3       1643.15      1.44460    3.369e-02   
4       1692.80      1.39140    8.604e-03   
5       1812.20      1.22190    1.428e-02   
6       1862.80      1.21520    4.341e-03   
7       1904.05      1.19095    1.449e-02   
8       1959.60      1.16570    5.281e-03   
9       2032.35      0.92576    2.818e-02   
10      2079.30      0.97166    6.783e-03   
11      2159.00      0.90270    1.049e-03   
12      2214.50      0.78090    2.486e-02   
13      2281.30      0.83410    2.569e-02   
14      2320.50      0.81482    7.955e-03   
15      2356.30      0.81083    4.306e-03   
16      2387.65      0.78120    7.840e-03   
17      2439.10      0.76127    8.685e-03   
18      2468.85      0.76463    8.150e-03   
19      2526.00      0.68200    1.282e-02   
20      2558.85      0.68911    7.318e-03   
21      2603.60      0.80247    9.085e-03   
22      2677.20      0.74186    2.911e-03   
23      2762.10      0.73012    1.892e-03   
24      2807.15      0.69796    5.545e-03   
25      2882.70      0.68313    2.314e-03   
26      2911.60      0.63535    7.378e-03   
27      2957.60      0.67101    9.195e-03   
28      3024.50      0.73383    1.059e-02   
29      3046.55      0.69461    5.643e-03   
30      3122.00      0.70381    1.494e-03   
31      3205.20      0.66027    5.043e-03   
32      3284.90      0.62935    6.582e-03   
33      3341.75      0.70331    7.632e-03   
34      3435.70      0.63088    3.404e-02   
35      3476.60      0.73096    7.399e-03   
36      3555.10      0.70697    1.804e-03   
37      3660.45      0.79469    1.404e-02   
38      3754.00      0.84482    6.911e-04   
39      3833.00      0.83199    4.269e-03   
40      3910.65      0.88328    1.062e-03   
41      3969.50      0.92434    7.797e-03   
42      4040.60      0.91413    4.390e-03   
43      4181.40      1.02300    1.049e-02   
44      4321.20      0.98301    2.684e-03   
45      4401.70      1.03940    1.133e-03   
46      4520.00      0.97895    2.977e-03   
47      4649.00      0.95059    7.855e-04   
48      4787.10      0.96876    3.263e-03   
49      4911.80      0.99099    8.475e-04   
50      4964.30      0.96564    1.112e-03   
51      5038.45      0.96930    1.492e-03   
52      5167.40      0.96346    3.680e-03   
53      5329.95      0.94793    9.537e-03   
54      5431.80      0.90130    2.712e-03   
55      5516.75      0.89244    5.248e-04   
56      5777.00      0.85716    2.538e-03   
57      5959.60      0.83007    3.205e-03   
58      6071.30      0.84110    2.040e-04   
59      6135.25      0.79012    1.175e-03   
60      6247.50      0.82118    1.389e-03   
61      6498.10      0.85925    4.125e-03   
62      6614.50      0.80129    2.473e-03   
63      6698.10      0.82182    3.453e-03   
64      6806.20      0.80119    1.149e-03   
65      6973.40      0.72242    6.925e-03   
66      7298.50      0.70945    3.249e-03   
67      7488.60      0.66338    2.821e-04   
68      7732.75      0.62824    1.570e-03   
69      8085.60      0.65357    6.704e-03   
70      8194.30      0.61001    4.395e-03   
71      8330.10      0.59163    8.115e-04   
72      8532.45      0.57953    1.609e-02   
73      9267.80      0.52387    2.663e-03   
74      9461.70      0.53699    5.158e-04   
75     10207.00      0.45640    4.028e-03   
76     10470.00      0.46201    3.108e-04   
77     10667.00      0.43434    3.073e-03   
78     11029.00      0.37386    2.545e-04   
79     13905.50      0.29420    4.813e-05   
80     15617.00      0.26539    5.638e-05   
81     17345.00      0.20423    5.117e-05   
82     18185.00      0.15002    4.473e-04   
83     21501.00      0.12554    3.181e-05   
84     22527.00      0.08563    2.822e-04   
85     24953.00      0.05132    1.259e-02   
86     28053.00      0.05266    2.346e-02   
87     32780.00      0.02771    5.861e-03   
88     38657.00      0.01186    1.186e-02   
89    102885.00      0.00596    5.643e-03   
90    389775.00      0.01229    1.229e-02   
91    623640.00      0.00858    8.583e-03   
