#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1136.60      1.08330    5.828e-02   
1       1295.90      1.48740    1.905e-02   
2       1450.00      1.55070    6.553e-03   
3       1511.50      1.59640    1.151e-02   
4       1588.30      1.45090    6.097e-03   
5       1656.70      1.41260    6.363e-03   
6       1695.30      1.44210    5.803e-03   
7       1745.60      1.42880    3.956e-03   
8       1795.70      1.40640    5.442e-03   
9       1832.30      1.32780    4.261e-03   
10      1893.80      1.24190    3.942e-03   
11      1936.95      1.12210    4.510e-03   
12      1967.60      1.17980    3.535e-03   
13      2031.90      1.07420    3.239e-03   
14      2071.00      0.97835    1.962e-03   
15      2121.20      0.95452    6.824e-03   
16      2170.60      0.95813    2.057e-03   
17      2212.50      0.92074    4.199e-03   
18      2248.70      0.89897    2.932e-03   
19      2313.00      0.85509    7.488e-03   
20      2345.70      0.84104    4.578e-03   
21      2392.20      0.84802    2.001e-03   
22      2443.40      0.86240    3.273e-03   
23      2500.10      0.84646    1.598e-03   
24      2544.60      0.83808    3.472e-03   
25      2600.20      0.82049    3.219e-03   
26      2642.10      0.84128    2.153e-03   
27      2693.70      0.85279    1.512e-03   
28      2731.40      0.83381    2.632e-03   
29      2831.30      0.80610    1.578e-03   
30      2869.20      0.81569    1.580e-03   
31      2921.30      0.81526    1.991e-03   
32      2990.30      0.79311    1.102e-03   
33      3045.65      0.81096    3.801e-03   
34      3124.10      0.78781    4.315e-03   
35      3210.60      0.78394    3.029e-03   
36      3297.10      0.76460    1.260e-03   
37      3365.60      0.76167    3.567e-03   
38      3447.80      0.78076    3.313e-03   
39      3509.00      0.80438    1.035e-03   
40      3573.60      0.80757    1.424e-03   
41      3668.60      0.81536    1.753e-03   
42      3755.70      0.89601    1.915e-03   
43      3864.20      0.93734    1.881e-03   
44      3972.80      0.96561    9.530e-04   
45      4055.40      0.99191    1.450e-03   
46      4127.10      1.01540    2.107e-03   
47      4223.50      1.00720    1.898e-03   
48      4366.30      1.01250    1.262e-03   
49      4455.10      1.01070    1.509e-03   
50      4548.00      0.99059    1.950e-03   
51      4677.20      1.00080    7.064e-04   
52      4804.00      1.00770    8.370e-04   
53      4898.10      0.98410    1.307e-03   
54      4980.60      0.94326    1.916e-03   
55      5080.85      0.94782    8.206e-04   
56      5228.50      0.93586    7.049e-04   
57      5370.00      0.87752    1.160e-03   
58      5472.80      0.88508    7.133e-04   
59      5603.60      0.86750    6.084e-04   
60      5731.60      0.84120    1.415e-03   
61      5877.60      0.82567    8.985e-04   
62      6061.40      0.83282    1.015e-03   
63      6200.80      0.85509    4.929e-04   
64      6357.90      0.84515    1.690e-03   
65      6524.60      0.86848    1.112e-03   
66      6693.10      0.84178    8.939e-04   
67      6904.80      0.82096    5.950e-04   
68      7056.80      0.76190    1.105e-03   
69      7190.10      0.74258    1.623e-03   
70      7397.70      0.68829    1.370e-03   
71      7583.40      0.68868    1.071e-03   
72      7909.10      0.66635    9.097e-04   
73      8418.00      0.58843    2.116e-03   
74      8697.20      0.59528    9.216e-04   
75      9361.20      0.58529    4.349e-04   
76      9725.90      0.55524    2.512e-04   
77      9894.70      0.54297    1.146e-03   
78     10663.00      0.49630    1.977e-04   
79     12410.00      0.42365    3.028e-05   
80     14426.00      0.35054    2.627e-05   
81     15711.00      0.30397    1.581e-05   
82     17443.00      0.27153    5.424e-05   
83     19346.00      0.21465    1.603e-04   
84     20691.00      0.15197    6.468e-05   
85     23488.00      0.10653    2.665e-03   
86     26185.00      0.06662    3.428e-03   
87     30339.00      0.05298    1.050e-02   
88     36164.00      0.03630    2.533e-03   
89     94430.50      0.00319    1.233e-04   
90    367080.00      0.00174    7.834e-04   
91    587330.00      0.00092    2.755e-04   
