#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1210.70      0.23479    2.348e-01   
1       1307.50      0.18577    3.802e-02   
2       1427.90      0.19497    1.731e-02   
3       1505.70      0.12059    1.485e-01   
4       1583.20      0.27020    1.308e-02   
5       1662.20      0.21825    4.023e-02   
6       1696.50      0.22874    3.787e-02   
7       1743.20      0.21279    1.307e-02   
8       1791.60      0.21122    1.162e-02   
9       1832.50      0.19328    1.611e-02   
10      1884.90      0.29807    1.383e-02   
11      1937.00      0.20145    1.697e-02   
12      2026.40      0.21218    1.804e-02   
13      2082.50      0.20970    7.080e-03   
14      2119.90      0.23266    3.010e-03   
15      2148.80      0.20240    6.828e-03   
16      2182.40      0.24030    6.160e-03   
17      2227.50      0.15178    4.696e-03   
18      2264.50      0.21420    4.157e-02   
19      2337.15      0.17200    1.292e-02   
20      2405.40      0.18293    2.103e-02   
21      2428.90      0.19920    5.436e-03   
22      2495.30      0.24915    1.929e-03   
23      2563.80      0.23735    1.143e-02   
24      2614.20      0.23713    6.518e-03   
25      2656.80      0.25710    3.968e-03   
26      2725.70      0.28230    2.429e-03   
27      2782.20      0.27814    1.120e-02   
28      2827.10      0.32247    8.537e-04   
29      2910.80      0.31083    3.677e-03   
30      2958.50      0.29977    8.227e-03   
31      2996.35      0.34788    2.753e-03   
32      3099.70      0.37097    7.563e-03   
33      3153.70      0.39203    9.745e-04   
34      3258.20      0.42025    4.293e-03   
35      3336.90      0.43813    9.387e-04   
36      3438.00      0.43214    8.172e-03   
37      3507.40      0.45518    2.450e-03   
38      3591.20      0.49423    1.197e-03   
39      3647.20      0.53574    2.365e-03   
40      3710.90      0.57811    6.063e-04   
41      3801.60      0.64427    4.406e-04   
42      3933.50      0.74074    1.646e-03   
43      4022.60      0.78598    1.411e-03   
44      4084.95      0.81694    8.014e-04   
45      4183.60      0.91306    2.663e-04   
46      4289.50      0.97468    6.059e-04   
47      4367.10      0.99978    6.993e-04   
48      4462.10      0.98875    1.698e-03   
49      4553.50      1.03170    2.451e-04   
50      4728.70      1.06450    3.642e-04   
51      4822.20      1.07080    3.984e-04   
52      4943.60      1.10120    4.696e-04   
53      5036.60      1.08870    3.920e-04   
54      5115.10      1.06610    2.585e-04   
55      5262.90      1.09110    1.325e-04   
56      5351.40      1.10390    7.181e-04   
57      5470.95      1.07295    1.381e-04   
58      5619.90      1.08130    3.388e-04   
59      5744.10      1.08420    2.967e-04   
60      5883.70      1.08860    4.876e-04   
61      5989.80      1.09750    9.492e-04   
62      6106.00      1.07400    8.829e-04   
63      6255.80      1.04500    1.254e-03   
64      6418.20      1.09620    2.962e-04   
65      6767.30      1.06110    1.454e-04   
66      6951.80      1.01470    7.947e-04   
67      7058.00      1.02940    3.225e-04   
68      7197.20      1.00160    2.954e-04   
69      7389.15      1.00001    1.757e-04   
70      7532.60      1.02880    4.012e-03   
71      7627.00      0.96479    2.188e-04   
72      8020.90      0.96621    2.359e-04   
73      8324.00      0.94493    1.987e-03   
74      8871.00      0.89222    2.405e-04   
75      9646.70      0.88885    8.679e-05   
76      9959.50      0.86905    6.650e-05   
77     10253.00      0.82882    3.798e-05   
78     11451.00      0.74166    5.752e-05   
79     12620.00      0.65733    1.481e-05   
80     14708.00      0.54365    1.745e-05   
81     16020.00      0.49510    6.708e-06   
82     17525.50      0.42819    1.861e-05   
83     19762.00      0.32275    1.674e-03   
84     21326.00      0.25390    2.236e-05   
85     23566.00      0.17670    9.865e-04   
86     26464.00      0.11419    5.000e-03   
87     28658.00      0.07430    1.664e-03   
88     36573.00      0.03915    1.247e-03   
89     90748.50      0.00489    1.567e-03   
90    349880.00      0.00493    4.928e-03   
91    559810.00      0.00213    2.133e-03   
