#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1114.75      3.64920    2.667e-02   
1       1272.15      4.06595    1.086e-02   
2       1379.15      4.01800    8.541e-03   
3       1461.05      3.81160    7.048e-03   
4       1538.30      3.52015    6.442e-03   
5       1595.40      3.34765    7.636e-03   
6       1654.15      3.24260    5.656e-03   
7       1700.50      3.08565    3.775e-03   
8       1760.60      2.92200    7.717e-03   
9       1807.90      2.82560    4.740e-03   
10      1855.80      2.69015    5.549e-03   
11      1901.90      2.53095    4.821e-03   
12      1955.70      2.42160    5.364e-03   
13      2004.40      2.26775    4.757e-03   
14      2060.80      2.17325    4.612e-03   
15      2110.55      2.06305    4.284e-03   
16      2160.00      1.96710    4.247e-03   
17      2208.70      1.90665    4.688e-03   
18      2260.80      1.81415    4.515e-03   
19      2306.70      1.74365    4.198e-03   
20      2351.00      1.67150    4.708e-03   
21      2395.60      1.62450    3.766e-03   
22      2441.80      1.57255    5.248e-03   
23      2494.70      1.50520    3.834e-03   
24      2545.55      1.44265    5.330e-03   
25      2597.00      1.40915    3.801e-03   
26      2650.90      1.36330    3.376e-03   
27      2708.00      1.32475    3.196e-03   
28      2767.40      1.26020    4.894e-03   
29      2823.10      1.22940    3.156e-03   
30      2873.95      1.21350    3.450e-03   
31      2928.45      1.17525    2.965e-03   
32      2981.95      1.12560    4.449e-03   
33      3056.35      1.09385    3.645e-03   
34      3118.55      1.05445    4.310e-03   
35      3186.25      1.03090    3.763e-03   
36      3253.00      0.99297    5.248e-03   
37      3324.40      0.97967    4.901e-03   
38      3398.50      0.97330    4.163e-03   
39      3477.50      0.97195    4.634e-03   
40      3561.70      1.00470    4.060e-03   
41      3629.75      1.03645    3.653e-03   
42      3708.80      1.07390    2.942e-03   
43      3803.55      1.09850    3.267e-03   
44      3879.60      1.10600    2.964e-03   
45      3957.50      1.10235    2.462e-03   
46      4041.00      1.06890    2.955e-03   
47      4148.80      1.05035    2.932e-03   
48      4259.15      1.04685    2.591e-03   
49      4351.40      1.01055    2.333e-03   
50      4434.55      0.99147    2.454e-03   
51      4539.75      0.97492    2.250e-03   
52      4665.55      0.96330    2.596e-03   
53      4764.00      0.98077    1.944e-03   
54      4865.20      0.99866    1.890e-03   
55      4969.40      0.95846    1.796e-03   
56      5092.65      0.89907    2.194e-03   
57      5213.35      0.84406    1.849e-03   
58      5348.75      0.76152    2.512e-03   
59      5477.05      0.70449    2.335e-03   
60      5623.95      0.66539    2.564e-03   
61      5773.95      0.64759    2.629e-03   
62      5927.20      0.63425    1.934e-03   
63      6081.75      0.61889    2.470e-03   
64      6208.00      0.63274    2.724e-03   
65      6372.05      0.62546    2.721e-03   
66      6547.35      0.62280    3.425e-03   
67      6746.80      0.58322    2.988e-03   
68      6897.65      0.53634    3.151e-03   
69      7139.25      0.47079    3.488e-03   
70      7403.25      0.44158    2.395e-03   
71      7594.80      0.42367    2.633e-03   
72      7913.10      0.39303    3.042e-03   
73      8229.15      0.37674    2.621e-03   
74      8567.20      0.34523    4.477e-03   
75      9087.60      0.31871    2.737e-03   
76      9558.30      0.30206    2.233e-03   
77     10220.00      0.27230    1.140e-03   
78     10622.50      0.25023    9.921e-04   
79     12308.00      0.17968    1.451e-04   
80     14049.00      0.14045    1.249e-04   
81     15599.00      0.12061    1.119e-04   
82     17036.00      0.10462    1.023e-04   
83     18581.50      0.07726    2.084e-04   
84     20782.50      0.05521    1.706e-03   
85     22755.50      0.03981    8.375e-03   
86     25575.00      0.02501    1.549e-02   
87     28964.00      0.01566    1.563e-02   
88     35553.50      0.00902    1.011e-02   
89     90775.00      0.00676    6.762e-03   
90    389510.00      0.00989    9.887e-03   
91    623220.00      0.00543    5.431e-03   
