#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1059.40      0.18751    1.875e-01   
1       1176.85      0.10549    1.055e-01   
2       1256.00      0.03872    6.444e-02   
3       1338.80      0.05753    6.721e-02   
4       1390.20      0.10925    9.432e-02   
5       1439.55      0.08504    5.783e-02   
6       1490.10      0.09729    5.132e-02   
7       1546.75      0.10445    3.964e-02   
8       1604.60      0.12059    2.437e-02   
9       1653.20      0.13223    2.318e-02   
10      1689.60      0.16919    4.078e-02   
11      1719.35      0.17485    1.998e-02   
12      1762.40      0.17682    2.013e-02   
13      1793.15      0.16719    2.055e-02   
14      1830.30      0.21008    1.475e-02   
15      1873.65      0.17627    2.077e-02   
16      1941.80      0.19265    1.065e-02   
17      1985.50      0.21763    6.373e-03   
18      2039.25      0.16919    1.211e-02   
19      2079.00      0.22900    7.468e-03   
20      2125.60      0.20186    6.516e-03   
21      2168.40      0.20815    9.356e-03   
22      2215.15      0.21537    1.128e-02   
23      2278.40      0.18794    1.221e-02   
24      2316.70      0.21704    3.755e-03   
25      2375.70      0.20746    7.406e-03   
26      2448.55      0.19516    9.863e-03   
27      2480.70      0.21280    7.592e-03   
28      2532.40      0.20766    9.331e-03   
29      2585.60      0.22221    7.862e-03   
30      2649.40      0.23549    2.859e-03   
31      2741.50      0.23366    4.097e-03   
32      2794.20      0.25509    2.825e-03   
33      2858.60      0.25286    1.003e-02   
34      2925.10      0.31046    3.117e-03   
35      2979.90      0.32816    1.008e-02   
36      3061.90      0.35048    8.692e-03   
37      3121.95      0.34259    3.592e-03   
38      3199.00      0.36851    3.528e-03   
39      3269.60      0.40801    2.627e-03   
40      3382.10      0.41688    3.368e-03   
41      3453.80      0.44988    4.013e-03   
42      3508.40      0.46171    3.955e-03   
43      3582.75      0.48308    3.927e-03   
44      3658.10      0.52436    1.521e-03   
45      3771.85      0.62527    5.982e-04   
46      3820.70      0.66171    2.844e-03   
47      3911.15      0.73358    1.690e-03   
48      4015.10      0.81066    4.736e-04   
49      4100.45      0.88322    9.591e-04   
50      4207.00      0.91171    1.979e-03   
51      4290.55      0.94931    1.297e-03   
52      4381.20      1.01290    4.733e-04   
53      4447.60      1.05260    9.676e-04   
54      4557.00      1.01730    9.504e-04   
55      4669.70      1.03050    3.393e-04   
56      4751.40      1.05650    6.761e-04   
57      4860.00      1.03560    2.779e-04   
58      4974.95      0.97816    8.160e-04   
59      5089.40      0.99425    9.276e-04   
60      5227.20      0.98081    4.738e-04   
61      5401.90      0.93891    2.874e-04   
62      5539.90      0.95283    1.049e-03   
63      5710.70      0.94900    7.808e-04   
64      5879.65      0.90576    7.563e-04   
65      5987.90      0.90383    2.662e-04   
66      6071.65      0.89942    2.809e-03   
67      6189.00      0.87364    1.585e-03   
68      6507.55      0.85855    2.548e-04   
69      6611.30      0.82209    1.804e-03   
70      6770.10      0.78756    4.486e-04   
71      7098.00      0.76175    5.313e-04   
72      7371.30      0.73528    7.814e-04   
73      7576.85      0.72629    2.737e-04   
74      7988.40      0.66111    6.661e-04   
75      8333.00      0.64707    6.138e-04   
76      9013.50      0.58250    3.483e-04   
77      9780.95      0.54811    1.240e-04   
78     10380.00      0.50140    4.585e-04   
79     11856.50      0.42200    2.225e-05   
80     12916.00      0.35970    3.774e-05   
81     14462.50      0.29826    8.193e-06   
82     15907.00      0.26698    1.526e-04   
83     17292.50      0.23223    6.075e-05   
84     19163.00      0.17090    8.770e-04   
85     21594.50      0.12298    1.314e-03   
86     23968.00      0.06771    2.392e-03   
87     27308.00      0.04654    4.969e-03   
88     32127.00      0.02303    1.747e-03   
89     81433.00      0.00102    1.020e-03   
90    379720.00      0.00115    1.150e-03   
91    607560.00      0.00055    5.494e-04   
