#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1196.50      0.31735    1.554e-01   
1       1398.45      0.26919    4.644e-02   
2       1489.00      0.35194    6.791e-02   
3       1572.70      0.38729    2.751e-02   
4       1631.65      0.40494    3.311e-02   
5       1692.30      0.40653    2.353e-02   
6       1743.25      0.31531    4.970e-03   
7       1799.00      0.39653    5.555e-02   
8       1834.90      0.36424    1.017e-02   
9       1880.05      0.41304    1.496e-02   
10      1918.15      0.40228    8.846e-03   
11      1981.45      0.33621    2.186e-02   
12      2041.05      0.34910    6.355e-03   
13      2081.35      0.29821    1.715e-02   
14      2133.70      0.35123    5.406e-03   
15      2187.95      0.32339    2.870e-03   
16      2239.75      0.30303    1.702e-02   
17      2306.00      0.30932    7.427e-03   
18      2346.70      0.31854    1.521e-02   
19      2399.85      0.31505    2.735e-03   
20      2444.00      0.33257    9.911e-03   
21      2503.90      0.31484    3.406e-03   
22      2558.70      0.34143    4.113e-03   
23      2593.90      0.35672    2.673e-03   
24      2653.30      0.35720    8.559e-03   
25      2710.60      0.35284    7.000e-03   
26      2770.60      0.38731    4.517e-03   
27      2842.35      0.36403    1.878e-03   
28      2915.20      0.41084    5.077e-03   
29      2976.30      0.43104    8.783e-04   
30      3071.45      0.44127    6.445e-03   
31      3127.00      0.44078    2.387e-03   
32      3191.10      0.46520    1.190e-03   
33      3253.70      0.46330    7.621e-04   
34      3332.85      0.49798    1.761e-03   
35      3387.30      0.50738    2.736e-03   
36      3469.65      0.50056    2.346e-03   
37      3589.95      0.55674    1.592e-03   
38      3658.05      0.60672    1.337e-03   
39      3782.30      0.67596    1.675e-03   
40      3844.85      0.69501    1.017e-03   
41      3933.95      0.79598    8.219e-04   
42      4008.45      0.83837    1.054e-03   
43      4137.85      0.92546    9.724e-04   
44      4242.00      0.93394    1.051e-03   
45      4346.90      0.97954    1.412e-03   
46      4429.65      0.98176    3.478e-04   
47      4507.45      1.02035    5.377e-04   
48      4666.40      1.04690    7.363e-04   
49      4794.80      1.06285    4.605e-04   
50      4876.90      1.02990    1.171e-03   
51      4954.00      1.04620    6.636e-04   
52      5045.25      1.06480    3.519e-04   
53      5191.40      1.00660    3.528e-04   
54      5248.85      1.01170    6.058e-04   
55      5361.05      1.02795    5.768e-04   
56      5458.10      1.04580    6.963e-04   
57      5591.60      1.02735    3.460e-04   
58      5784.15      1.02235    2.172e-03   
59      5904.95      1.02890    4.297e-04   
60      6063.00      1.01345    4.820e-04   
61      6176.00      1.01270    1.957e-04   
62      6370.60      1.01030    2.874e-04   
63      6517.55      1.01500    1.503e-03   
64      6623.50      0.99175    2.075e-04   
65      6775.10      0.93088    1.321e-03   
66      6887.25      0.97054    2.676e-04   
67      7077.65      0.96132    3.916e-04   
68      7310.35      0.92158    6.708e-04   
69      7540.45      0.88102    9.832e-04   
70      7876.90      0.87924    4.691e-04   
71      8335.85      0.82086    1.607e-03   
72      8530.05      0.81013    1.407e-03   
73      8856.65      0.77938    1.697e-04   
74      9110.15      0.77147    4.321e-04   
75      9422.35      0.74603    7.586e-04   
76     10156.00      0.72969    2.996e-04   
77     10632.50      0.69789    3.511e-04   
78     11183.50      0.61373    8.192e-05   
79     13961.50      0.48081    2.222e-05   
80     15174.00      0.42189    1.384e-05   
81     16922.50      0.37296    1.014e-05   
82     18133.50      0.29733    2.727e-05   
83     19678.50      0.24385    1.254e-05   
84     22246.50      0.17444    5.730e-04   
85     24201.50      0.11789    2.297e-03   
86     27175.50      0.07532    3.287e-03   
87     31385.50      0.05023    3.636e-03   
88     36328.00      0.02997    3.021e-03   
89     96888.00      0.00412    2.099e-03   
90    419450.00      0.00415    4.145e-03   
91    671110.00      0.00199    1.992e-03   
