#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1140.80      0.51506    1.050e-01   
1       1250.55      0.78128    5.572e-02   
2       1358.70      0.90618    1.830e-02   
3       1425.30      1.01050    1.217e-02   
4       1495.80      0.99286    1.705e-02   
5       1570.95      1.00400    1.197e-02   
6       1621.80      1.01800    1.017e-02   
7       1677.90      0.99934    7.244e-03   
8       1742.80      0.96013    9.182e-03   
9       1784.50      0.99554    5.460e-03   
10      1830.80      1.04280    1.328e-02   
11      1874.90      0.93310    6.919e-03   
12      1937.85      0.93746    4.642e-03   
13      1982.70      0.83504    5.513e-03   
14      2041.50      0.84331    3.021e-03   
15      2072.00      0.80420    7.372e-03   
16      2135.70      0.73661    5.689e-03   
17      2170.20      0.68710    3.803e-03   
18      2225.80      0.70085    8.720e-03   
19      2265.75      0.71071    2.739e-03   
20      2323.40      0.69008    5.281e-03   
21      2376.80      0.65957    1.713e-03   
22      2412.30      0.65522    5.457e-03   
23      2464.00      0.66983    4.513e-03   
24      2514.30      0.69925    2.920e-03   
25      2556.80      0.71234    8.980e-03   
26      2615.40      0.72396    4.443e-03   
27      2662.20      0.73014    3.534e-03   
28      2701.70      0.71389    2.836e-03   
29      2772.60      0.72804    1.677e-03   
30      2828.95      0.70226    3.562e-03   
31      2869.10      0.70290    4.948e-03   
32      2919.80      0.71961    1.832e-03   
33      2970.75      0.73221    2.901e-03   
34      3029.00      0.72387    2.007e-03   
35      3113.90      0.74854    3.237e-03   
36      3200.40      0.73097    4.787e-03   
37      3271.40      0.67280    3.533e-03   
38      3333.40      0.71134    4.958e-03   
39      3374.00      0.70273    2.172e-03   
40      3460.35      0.72719    4.382e-03   
41      3539.50      0.77688    2.696e-03   
42      3603.90      0.75587    1.736e-03   
43      3682.60      0.78674    2.131e-03   
44      3763.55      0.86576    3.164e-03   
45      3832.70      0.87095    1.338e-03   
46      3927.70      0.95593    1.730e-03   
47      4013.40      0.97923    1.183e-03   
48      4107.95      0.99109    1.645e-03   
49      4205.40      1.03260    3.066e-03   
50      4338.70      1.04880    8.620e-04   
51      4406.95      0.99089    9.164e-04   
52      4506.00      0.99907    1.010e-03   
53      4582.50      0.98810    2.192e-03   
54      4695.60      0.97941    1.451e-03   
55      4827.20      0.98909    1.184e-03   
56      4916.20      0.98299    1.502e-03   
57      5046.30      0.96083    9.028e-04   
58      5214.55      0.92201    8.976e-04   
59      5343.20      0.90482    1.570e-03   
60      5474.20      0.88568    1.773e-03   
61      5623.90      0.84496    9.464e-04   
62      5759.65      0.85603    1.354e-03   
63      5860.30      0.83886    7.164e-04   
64      6021.30      0.81753    6.031e-04   
65      6154.10      0.80774    6.240e-04   
66      6390.40      0.85895    7.174e-04   
67      6640.50      0.85174    1.565e-03   
68      6804.80      0.79688    2.382e-03   
69      7036.40      0.76181    8.604e-04   
70      7173.70      0.74833    2.230e-03   
71      7426.90      0.66922    7.310e-04   
72      7685.50      0.63837    5.356e-04   
73      7913.30      0.63469    8.543e-04   
74      8298.60      0.60047    5.108e-04   
75      9042.90      0.54594    2.351e-03   
76      9511.30      0.52970    6.819e-04   
77      9902.60      0.50031    1.183e-03   
78     10443.00      0.46883    2.273e-04   
79     11771.00      0.41130    5.702e-05   
80     13328.50      0.34251    2.510e-05   
81     15345.00      0.27778    5.340e-05   
82     16361.00      0.25184    1.495e-05   
83     18250.00      0.19625    2.624e-04   
84     20605.00      0.14374    1.633e-04   
85     22281.00      0.10466    1.670e-03   
86     25270.00      0.06878    7.681e-03   
87     28539.50      0.04905    1.016e-03   
88     35586.00      0.03325    2.849e-03   
89     87203.00      0.00499    2.889e-04   
90    386860.00      0.00345    9.250e-04   
91    618980.00      0.00092    9.205e-04   
