#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1188.70      3.69040    1.947e-02   
1       1416.60      3.75820    3.752e-03   
2       1564.00      3.48410    3.614e-03   
3       1639.60      3.16140    7.876e-03   
4       1723.80      3.03160    1.593e-03   
5       1800.90      2.79140    7.042e-03   
6       1845.90      2.62040    4.869e-03   
7       1889.10      2.57150    3.522e-03   
8       1947.30      2.37690    1.636e-03   
9       2021.90      2.20200    3.333e-03   
10      2067.40      2.19260    3.872e-03   
11      2120.00      2.02140    3.219e-03   
12      2164.20      1.93710    8.807e-04   
13      2246.20      1.80670    4.349e-03   
14      2300.70      1.69390    2.835e-03   
15      2341.60      1.68450    2.148e-03   
16      2382.10      1.66430    1.740e-03   
17      2433.00      1.54350    2.025e-03   
18      2492.50      1.51280    3.532e-03   
19      2537.40      1.44100    3.289e-03   
20      2604.80      1.36740    3.092e-03   
21      2645.60      1.38770    1.783e-03   
22      2717.70      1.36460    3.669e-03   
23      2780.30      1.29940    1.881e-03   
24      2838.90      1.24700    3.306e-03   
25      2875.90      1.21870    2.738e-03   
26      2929.10      1.18900    1.756e-03   
27      2979.20      1.13230    2.359e-03   
28      3021.60      1.09050    1.366e-03   
29      3112.70      1.05030    2.326e-03   
30      3179.30      1.06740    2.664e-03   
31      3251.50      1.03260    1.282e-03   
32      3326.80      1.00900    6.551e-03   
33      3397.20      0.99018    2.597e-03   
34      3472.70      0.99896    4.662e-03   
35      3543.70      0.95225    9.301e-04   
36      3642.30      1.03410    9.049e-04   
37      3729.80      1.07860    1.716e-03   
38      3796.90      1.04220    3.214e-03   
39      3886.10      1.08470    1.715e-03   
40      3959.30      1.05930    1.560e-03   
41      4062.10      1.07570    2.159e-03   
42      4180.00      1.07950    2.808e-03   
43      4277.70      1.02230    2.540e-03   
44      4363.80      1.00780    1.255e-03   
45      4439.00      0.94962    1.836e-03   
46      4593.70      0.94691    8.838e-04   
47      4728.00      0.96666    8.105e-04   
48      4846.00      0.93273    1.423e-03   
49      4931.00      0.94580    1.420e-03   
50      5062.00      0.90209    1.322e-03   
51      5148.60      0.87064    2.803e-03   
52      5299.10      0.83156    9.489e-04   
53      5413.50      0.72490    3.353e-03   
54      5507.00      0.73513    1.095e-03   
55      5619.40      0.71434    1.770e-03   
56      5767.40      0.73061    1.474e-03   
57      5908.90      0.67974    1.814e-03   
58      5989.30      0.68341    1.227e-03   
59      6067.60      0.65941    1.326e-03   
60      6175.10      0.66059    9.275e-04   
61      6374.10      0.64911    1.866e-03   
62      6591.30      0.63799    1.261e-03   
63      6764.00      0.58309    1.823e-03   
64      6917.40      0.60317    1.319e-03   
65      7132.10      0.53686    1.557e-03   
66      7403.00      0.49326    5.831e-04   
67      7493.50      0.50063    1.524e-03   
68      7634.30      0.48059    9.897e-04   
69      7888.90      0.44954    1.902e-03   
70      8175.70      0.44243    2.477e-03   
71      8341.40      0.40490    3.243e-03   
72      9049.10      0.37849    1.453e-03   
73      9412.80      0.35971    9.347e-04   
74      9624.30      0.34996    1.872e-03   
75     10045.00      0.31294    1.711e-03   
76     10385.00      0.30203    1.172e-03   
77     10526.00      0.31393    1.910e-03   
78     11286.00      0.31528    4.168e-04   
79     14314.00      0.18743    1.419e-04   
80     15908.00      0.15642    5.976e-05   
81     17191.00      0.13974    5.732e-05   
82     19078.00      0.11777    1.077e-04   
83     21005.00      0.07204    1.620e-04   
84     22127.00      0.06458    1.784e-03   
85     25650.00      0.02406    3.015e-02   
86     28065.00      0.03257    2.099e-02   
87     33662.00      0.01145    8.675e-03   
88     38300.00      0.02165    2.165e-02   
89    104310.00      0.00307    2.817e-03   
90    437310.00      0.00314    3.623e-03   
91    699700.00      0.00238    2.377e-03   
