#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0        999.12      1.44005    3.744e-02   
1       1218.70      1.75855    1.934e-02   
2       1325.20      1.95420    1.674e-02   
3       1373.80      1.98590    9.579e-03   
4       1443.50      1.77380    1.781e-02   
5       1522.30      1.87350    1.141e-02   
6       1573.45      1.84565    6.356e-03   
7       1606.70      1.78480    8.895e-03   
8       1663.15      1.80365    8.010e-03   
9       1711.15      1.70005    7.142e-03   
10      1743.15      1.63915    6.127e-03   
11      1799.80      1.50955    7.824e-03   
12      1846.00      1.49240    5.707e-03   
13      1877.00      1.52820    5.761e-03   
14      1922.60      1.37770    5.244e-03   
15      1954.90      1.32015    4.829e-03   
16      2009.65      1.30805    1.336e-02   
17      2053.30      1.22725    8.161e-03   
18      2104.70      1.20835    6.012e-03   
19      2132.40      1.13100    4.096e-03   
20      2177.75      1.02150    8.647e-03   
21      2221.35      1.02620    3.818e-03   
22      2247.50      1.01550    1.499e-03   
23      2295.85      1.02300    4.913e-03   
24      2330.95      0.99680    1.898e-03   
25      2398.40      0.95413    2.788e-03   
26      2442.10      0.97199    4.378e-03   
27      2508.35      0.96855    4.788e-03   
28      2571.40      0.92805    9.084e-03   
29      2629.70      0.94616    2.810e-03   
30      2689.50      0.91595    2.349e-03   
31      2736.70      0.95116    1.566e-03   
32      2764.10      0.91505    2.182e-03   
33      2819.55      0.91562    4.578e-03   
34      2863.40      0.94246    3.207e-03   
35      2934.00      0.89142    1.740e-03   
36      3021.85      0.87860    7.712e-03   
37      3117.95      0.83207    2.957e-03   
38      3182.20      0.82919    1.512e-03   
39      3235.20      0.85784    2.728e-03   
40      3293.10      0.83977    1.973e-03   
41      3360.30      0.85539    4.609e-03   
42      3490.00      0.85035    2.263e-03   
43      3576.80      0.84151    4.413e-03   
44      3670.50      0.91346    1.568e-03   
45      3761.95      0.94765    1.542e-03   
46      3836.25      0.99602    1.387e-03   
47      3915.50      1.02180    1.206e-03   
48      4000.85      1.00266    2.583e-03   
49      4081.60      1.06240    1.287e-03   
50      4165.75      1.03575    2.077e-03   
51      4341.60      1.02830    2.141e-03   
52      4446.35      0.99408    7.217e-04   
53      4485.65      0.99386    1.537e-03   
54      4577.55      0.97348    1.397e-03   
55      4761.25      1.02465    1.309e-03   
56      4869.95      1.04655    3.284e-03   
57      4997.90      0.96542    6.403e-04   
58      5116.25      0.91460    2.318e-03   
59      5251.80      0.90529    9.899e-04   
60      5427.05      0.86849    2.874e-03   
61      5508.65      0.87168    8.614e-04   
62      5590.25      0.79117    2.521e-03   
63      5697.95      0.80693    2.652e-03   
64      5835.10      0.80314    2.308e-03   
65      6025.25      0.79050    3.271e-03   
66      6171.35      0.84205    1.036e-03   
67      6421.40      0.84669    1.173e-03   
68      6685.40      0.86788    1.572e-03   
69      6809.85      0.82905    9.730e-04   
70      7022.95      0.77780    2.393e-03   
71      7417.25      0.68918    8.706e-04   
72      7654.55      0.65563    1.024e-03   
73      7721.20      0.64726    2.363e-03   
74      7910.80      0.63239    1.455e-03   
75      8458.40      0.56566    6.378e-04   
76      9123.75      0.57027    1.277e-03   
77      9471.45      0.58827    4.762e-04   
78     10544.00      0.50890    4.563e-04   
79     11494.50      0.45006    3.245e-05   
80     12953.50      0.40987    3.484e-05   
81     14884.00      0.33544    4.900e-05   
82     16123.00      0.31132    3.035e-05   
83     17897.50      0.26704    7.897e-05   
84     20340.00      0.20403    7.672e-04   
85     21771.00      0.16723    2.759e-04   
86     24926.50      0.12213    6.152e-03   
87     28404.00      0.07264    2.553e-03   
88     34591.50      0.04097    7.130e-03   
89     85954.00      0.05175    8.523e-04   
90    354720.00      0.02518    5.815e-03   
91    567550.00      0.02303    2.280e-03   
