#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1209.00      0.27531    2.753e-01   
1       1321.40      0.21293    2.129e-01   
2       1416.75      0.14792    1.926e-01   
3       1493.10      0.17031    4.665e-02   
4       1569.95      0.08555    1.210e-01   
5       1625.10      0.08998    6.694e-02   
6       1672.10      0.09739    1.387e-01   
7       1715.20      0.10980    1.098e-01   
8       1744.30      0.14211    4.934e-02   
9       1805.10      0.14670    1.467e-01   
10      1847.70      0.11176    1.077e-01   
11      1883.70      0.19898    2.343e-02   
12      1943.50      0.17251    2.430e-02   
13      1983.70      0.18760    7.983e-02   
14      2036.40      0.14566    2.741e-02   
15      2088.35      0.15692    7.044e-03   
16      2121.60      0.18511    2.199e-02   
17      2150.60      0.24380    4.957e-02   
18      2228.15      0.21768    2.159e-02   
19      2252.50      0.20194    1.839e-02   
20      2309.50      0.17736    1.358e-02   
21      2353.10      0.15648    3.727e-02   
22      2419.25      0.21031    1.348e-02   
23      2454.20      0.18086    7.461e-03   
24      2508.75      0.18551    2.411e-02   
25      2558.50      0.21592    4.694e-03   
26      2606.70      0.28979    2.613e-02   
27      2666.15      0.23884    5.276e-03   
28      2727.50      0.27523    6.760e-03   
29      2781.15      0.25871    3.616e-02   
30      2850.00      0.26508    6.479e-03   
31      2904.35      0.28539    1.508e-02   
32      2960.35      0.30473    3.542e-03   
33      3035.90      0.30322    1.788e-02   
34      3102.55      0.32030    1.021e-02   
35      3170.00      0.34913    5.219e-03   
36      3256.00      0.40662    4.810e-03   
37      3352.50      0.40483    2.092e-03   
38      3429.25      0.39788    3.669e-03   
39      3488.00      0.42375    3.955e-03   
40      3555.10      0.47992    3.345e-03   
41      3655.90      0.56035    2.789e-03   
42      3754.80      0.62781    5.131e-03   
43      3840.75      0.66008    2.073e-03   
44      3953.80      0.75761    7.256e-03   
45      4053.40      0.85050    1.756e-03   
46      4134.70      0.84641    7.398e-04   
47      4236.65      0.92717    2.150e-03   
48      4320.20      0.99887    4.789e-03   
49      4450.90      0.96329    1.146e-03   
50      4508.25      0.97079    1.255e-03   
51      4596.60      1.03770    1.326e-03   
52      4757.10      1.05275    8.761e-04   
53      4856.80      1.06620    2.320e-04   
54      4973.45      1.08685    1.259e-03   
55      5028.00      1.00270    8.956e-04   
56      5155.60      1.07175    9.573e-04   
57      5338.25      1.07850    2.059e-03   
58      5423.10      1.10550    6.250e-04   
59      5518.30      1.11655    7.834e-04   
60      5593.80      1.11340    9.206e-04   
61      5852.95      1.12725    3.279e-03   
62      5924.30      1.12590    5.125e-04   
63      6051.20      1.11700    4.826e-04   
64      6248.75      1.10540    9.546e-04   
65      6429.20      1.18150    4.528e-04   
66      6665.50      1.12655    1.456e-04   
67      6849.80      1.13260    1.099e-03   
68      7055.40      1.14845    6.722e-04   
69      7173.40      1.07010    5.967e-04   
70      7363.00      1.02376    1.491e-03   
71      7482.20      1.04030    1.112e-03   
72      7927.75      1.02200    1.541e-03   
73      8278.70      1.01665    3.552e-04   
74      8501.20      0.99156    8.846e-04   
75      9254.45      0.96869    1.182e-04   
76      9384.70      0.97426    1.136e-03   
77     10035.35      0.93683    1.114e-04   
78     10410.00      0.79470    3.335e-03   
79     12493.50      0.78798    3.673e-05   
80     14628.00      0.64464    7.396e-06   
81     15569.00      0.62486    3.092e-05   
82     17155.50      0.53037    8.354e-06   
83     19147.00      0.43283    9.841e-05   
84     20988.50      0.30924    9.689e-04   
85     23092.00      0.19750    1.493e-03   
86     26135.50      0.16613    2.996e-03   
87     30056.00      0.08403    2.276e-03   
88     34600.50      0.06846    3.910e-03   
89     92933.00      0.00304    4.553e-04   
90    377610.00      0.00511    7.144e-04   
91    604180.00      0.00469    2.479e-04   
