#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1215.65      1.61405    4.177e-02   
1       1395.50      1.91170    1.313e-02   
2       1493.10      1.79455    9.753e-03   
3       1563.80      1.78810    1.381e-02   
4       1645.95      1.75345    4.474e-03   
5       1698.70      1.68670    1.968e-03   
6       1749.90      1.62300    1.406e-03   
7       1800.65      1.58015    9.289e-03   
8       1856.60      1.47020    8.568e-03   
9       1900.75      1.44200    2.235e-03   
10      1956.50      1.34690    4.884e-03   
11      2042.40      1.25940    6.454e-03   
12      2108.05      1.18530    2.485e-03   
13      2141.40      1.10730    2.866e-03   
14      2199.65      1.06045    2.888e-03   
15      2255.10      1.05120    4.435e-03   
16      2305.60      0.98963    6.821e-03   
17      2355.35      1.00810    2.860e-03   
18      2404.20      0.94060    3.071e-03   
19      2457.75      0.96338    9.842e-04   
20      2520.40      0.97998    4.806e-03   
21      2581.10      0.94329    1.586e-03   
22      2630.90      0.92008    4.031e-03   
23      2708.15      0.91158    4.212e-03   
24      2776.55      0.88558    1.201e-03   
25      2839.40      0.89875    2.482e-03   
26      2904.30      0.85572    2.380e-03   
27      2949.60      0.83970    8.516e-04   
28      3040.75      0.82125    1.632e-03   
29      3113.70      0.81453    2.192e-03   
30      3176.10      0.81576    2.769e-03   
31      3232.20      0.84064    2.336e-03   
32      3312.40      0.77437    2.275e-03   
33      3399.30      0.76238    3.318e-03   
34      3483.80      0.84177    1.853e-03   
35      3563.90      0.83812    2.827e-03   
36      3632.60      0.86618    1.723e-03   
37      3750.90      0.89584    2.236e-03   
38      3857.15      0.94351    2.221e-03   
39      3922.10      0.95896    7.859e-04   
40      3986.50      0.99202    1.536e-03   
41      4059.55      1.03810    1.558e-03   
42      4158.00      1.04850    1.805e-03   
43      4319.35      0.99578    2.866e-03   
44      4400.90      1.02770    1.283e-03   
45      4473.60      1.00490    1.443e-03   
46      4539.90      1.00240    2.011e-03   
47      4635.90      0.97719    1.756e-03   
48      4762.65      0.98519    1.777e-03   
49      4839.40      0.99205    1.398e-03   
50      4904.10      0.94719    1.591e-03   
51      4971.10      0.95695    6.582e-04   
52      5056.45      0.94213    1.653e-03   
53      5207.00      0.89576    7.285e-04   
54      5366.90      0.84237    9.263e-04   
55      5474.90      0.82838    8.837e-04   
56      5554.40      0.84146    6.551e-04   
57      5674.25      0.82542    2.038e-03   
58      5880.60      0.77150    1.249e-03   
59      5979.00      0.77944    2.995e-03   
60      6063.90      0.78063    9.009e-04   
61      6147.30      0.81742    1.804e-03   
62      6255.15      0.79265    1.936e-03   
63      6435.50      0.81280    1.142e-03   
64      6595.85      0.83520    1.258e-03   
65      6746.60      0.81126    5.602e-04   
66      6853.20      0.75767    9.309e-04   
67      7225.30      0.66163    1.604e-03   
68      7529.50      0.62645    7.930e-04   
69      7771.20      0.61556    1.900e-03   
70      8143.70      0.56237    3.637e-03   
71      8285.05      0.53332    2.518e-03   
72      8421.15      0.54278    8.626e-04   
73      8536.70      0.53123    1.724e-03   
74      8976.50      0.51869    5.192e-04   
75      9386.60      0.49017    5.383e-04   
76      9561.60      0.47640    1.006e-03   
77     10544.50      0.44378    4.853e-04   
78     12728.00      0.35457    7.368e-05   
79     13909.00      0.29234    4.894e-05   
80     15447.00      0.27024    3.427e-05   
81     17014.50      0.23957    6.220e-05   
82     17749.00      0.20762    2.688e-05   
83     19851.50      0.15676    9.638e-05   
84     22030.00      0.10300    1.219e-02   
85     23451.00      0.07670    4.915e-03   
86     27879.00      0.04685    9.728e-03   
87     30576.00      0.04232    1.304e-02   
88     34692.50      0.02806    3.561e-03   
89     92807.00      0.00939    3.484e-03   
90    437910.00      0.00595    5.953e-03   
91    700650.00      0.00325    3.251e-03   
