#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1024.40      6.06790    3.044e-02   
1       1165.25      7.31105    8.376e-03   
2       1260.20      7.63220    8.365e-03   
3       1346.20      7.15660    5.797e-03   
4       1420.50      6.56330    2.990e-03   
5       1485.20      6.14410    5.806e-03   
6       1549.40      5.56890    5.067e-03   
7       1591.60      5.38140    3.887e-03   
8       1642.50      5.17660    4.910e-03   
9       1687.20      4.88355    4.336e-03   
10      1726.90      4.65880    3.995e-03   
11      1773.10      4.42610    3.676e-03   
12      1813.20      4.21980    3.544e-03   
13      1857.10      4.02670    3.842e-03   
14      1903.60      3.79640    4.431e-03   
15      1949.20      3.58170    4.614e-03   
16      1997.80      3.44010    3.743e-03   
17      2039.70      3.28910    3.822e-03   
18      2083.20      3.14615    4.371e-03   
19      2126.20      3.00670    4.410e-03   
20      2173.35      2.87030    2.006e-03   
21      2216.40      2.75110    5.228e-03   
22      2270.10      2.60520    3.738e-03   
23      2314.60      2.52215    4.961e-03   
24      2364.20      2.37090    4.915e-03   
25      2408.10      2.27700    3.209e-03   
26      2461.40      2.18175    4.047e-03   
27      2511.10      2.06500    4.144e-03   
28      2568.00      1.98760    4.214e-03   
29      2616.80      1.92235    3.736e-03   
30      2676.20      1.81810    3.433e-03   
31      2731.40      1.74765    4.214e-03   
32      2787.30      1.70560    3.118e-03   
33      2842.90      1.62280    3.796e-03   
34      2906.00      1.55280    4.497e-03   
35      2958.10      1.46910    3.106e-03   
36      3041.80      1.40710    3.758e-03   
37      3109.20      1.35125    3.810e-03   
38      3177.10      1.29570    3.996e-03   
39      3254.60      1.25570    4.454e-03   
40      3317.55      1.22035    4.262e-03   
41      3396.80      1.19130    3.968e-03   
42      3466.10      1.16510    4.913e-03   
43      3560.85      1.17600    3.833e-03   
44      3630.30      1.24630    3.266e-03   
45      3708.50      1.25565    2.715e-03   
46      3804.10      1.25170    2.952e-03   
47      3890.60      1.21560    2.799e-03   
48      3981.05      1.17865    3.335e-03   
49      4046.40      1.12070    3.483e-03   
50      4157.20      1.09250    3.395e-03   
51      4262.40      1.04490    2.434e-03   
52      4369.60      1.01950    2.249e-03   
53      4454.70      0.97865    2.779e-03   
54      4557.75      0.96205    2.468e-03   
55      4685.80      0.98158    2.811e-03   
56      4825.50      1.11070    1.380e-03   
57      4912.80      1.15180    2.107e-03   
58      5037.10      1.06470    1.984e-03   
59      5181.30      0.96080    1.872e-03   
60      5329.80      0.75129    2.286e-03   
61      5471.30      0.65086    4.124e-03   
62      5617.40      0.58984    2.442e-03   
63      5750.10      0.58718    2.801e-03   
64      5901.40      0.55771    4.596e-03   
65      6025.20      0.56105    2.861e-03   
66      6201.90      0.58560    2.842e-03   
67      6414.20      0.59137    3.347e-03   
68      6548.30      0.61085    3.154e-03   
69      6759.30      0.57759    4.866e-03   
70      6916.80      0.51999    3.938e-03   
71      7151.30      0.43378    3.387e-03   
72      7418.80      0.38379    2.643e-03   
73      7661.05      0.36018    2.694e-03   
74      8124.20      0.32431    3.486e-03   
75      8702.30      0.29523    3.194e-03   
76      9248.60      0.28623    1.556e-03   
77      9837.20      0.25590    9.126e-04   
78     10379.00      0.22557    1.260e-03   
79     11354.50      0.17845    2.542e-04   
80     12973.00      0.13512    1.579e-04   
81     14549.00      0.11142    2.173e-04   
82     15897.50      0.09647    1.566e-04   
83     17388.00      0.08019    3.467e-04   
84     19552.50      0.06094    2.083e-03   
85     21634.00      0.04205    3.521e-03   
86     24237.00      0.02045    1.767e-02   
87     27387.00      0.01641    1.239e-02   
88     34597.00      0.01277    1.277e-02   
89     82305.00      0.01123    1.123e-02   
90    336620.00      0.02178    2.178e-02   
91    538595.00      0.01079    1.079e-02   
