#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1106.45      2.33495    3.209e-02   
1       1244.50      2.92760    1.161e-02   
2       1350.75      3.01010    8.553e-03   
3       1432.15      2.97100    7.839e-03   
4       1505.90      2.77900    8.684e-03   
5       1570.05      2.67390    5.228e-03   
6       1628.25      2.62000    5.927e-03   
7       1682.40      2.53480    5.743e-03   
8       1731.05      2.41950    3.895e-03   
9       1774.40      2.33905    4.142e-03   
10      1821.70      2.26400    3.780e-03   
11      1873.30      2.13685    4.195e-03   
12      1923.60      2.01000    4.475e-03   
13      1970.30      1.94280    3.839e-03   
14      2018.95      1.82160    4.381e-03   
15      2062.80      1.75540    3.820e-03   
16      2108.00      1.71955    3.893e-03   
17      2157.60      1.61860    2.242e-03   
18      2211.90      1.56180    3.905e-03   
19      2260.90      1.50920    3.942e-03   
20      2307.35      1.44645    4.416e-03   
21      2350.60      1.39760    4.072e-03   
22      2393.15      1.36940    3.396e-03   
23      2446.20      1.32575    3.128e-03   
24      2497.10      1.28140    3.101e-03   
25      2551.55      1.23140    4.525e-03   
26      2600.50      1.21880    3.810e-03   
27      2654.00      1.19370    2.772e-03   
28      2713.10      1.15935    3.040e-03   
29      2775.45      1.12995    4.027e-03   
30      2831.90      1.08840    2.704e-03   
31      2887.05      1.06145    2.593e-03   
32      2934.40      1.04730    2.821e-03   
33      3004.60      1.00720    3.523e-03   
34      3066.85      0.98403    3.541e-03   
35      3141.80      0.94011    3.919e-03   
36      3207.35      0.94126    2.425e-03   
37      3278.35      0.93058    3.736e-03   
38      3359.70      0.90669    3.935e-03   
39      3436.65      0.90284    4.117e-03   
40      3521.50      0.92095    2.299e-03   
41      3595.30      0.94286    3.195e-03   
42      3682.50      0.99240    2.449e-03   
43      3757.70      1.03440    2.496e-03   
44      3845.40      1.04410    3.535e-03   
45      3936.80      1.05350    2.373e-03   
46      4019.05      1.08040    1.858e-03   
47      4108.00      1.06060    2.304e-03   
48      4205.95      1.05840    2.243e-03   
49      4331.65      1.02350    1.863e-03   
50      4429.90      0.99882    2.146e-03   
51      4530.00      0.97718    1.956e-03   
52      4660.40      0.98029    1.864e-03   
53      4768.60      0.96227    1.787e-03   
54      4872.95      0.96546    1.758e-03   
55      4970.00      0.92664    1.574e-03   
56      5087.25      0.89823    1.591e-03   
57      5210.25      0.84604    1.825e-03   
58      5355.60      0.77135    1.891e-03   
59      5501.10      0.73914    1.774e-03   
60      5628.15      0.70416    2.044e-03   
61      5781.30      0.69716    1.837e-03   
62      5930.90      0.67381    2.165e-03   
63      6077.10      0.66590    1.168e-03   
64      6200.30      0.67250    1.989e-03   
65      6384.00      0.66699    2.181e-03   
66      6522.55      0.65541    3.581e-03   
67      6717.80      0.63208    1.693e-03   
68      6897.90      0.59108    2.186e-03   
69      7115.55      0.54882    1.991e-03   
70      7405.90      0.48862    1.718e-03   
71      7600.30      0.47102    1.882e-03   
72      7888.95      0.43463    1.960e-03   
73      8259.60      0.40697    2.890e-03   
74      8528.05      0.38911    2.516e-03   
75      9133.40      0.36036    1.500e-03   
76      9685.00      0.34465    1.103e-03   
77     10218.00      0.32003    1.299e-03   
78     10577.00      0.28950    1.028e-03   
79     12013.00      0.21785    9.852e-05   
80     13944.50      0.16801    9.314e-05   
81     15557.00      0.14764    7.316e-05   
82     17089.50      0.12569    8.515e-05   
83     18491.50      0.09903    2.075e-04   
84     20803.00      0.07067    2.127e-04   
85     22630.50      0.04961    6.693e-03   
86     25673.50      0.02739    1.185e-02   
87     28959.00      0.01928    1.251e-02   
88     36252.50      0.01219    9.017e-03   
89     91502.00      0.00170    1.699e-03   
90    376170.00      0.00272    2.718e-03   
91    601870.00      0.00136    1.361e-03   
