#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1145.35      0.14588    1.459e-01   
1       1280.80      0.08807    8.807e-02   
2       1380.85      0.05706    5.621e-02   
3       1447.75      0.09045    9.045e-02   
4       1500.60      0.07502    7.502e-02   
5       1544.20      0.06660    5.183e-02   
6       1600.20      0.06784    3.333e-02   
7       1656.60      0.10438    4.317e-02   
8       1689.45      0.09104    1.686e-02   
9       1723.35      0.12353    2.687e-02   
10      1756.60      0.10953    1.856e-02   
11      1796.80      0.14089    2.247e-02   
12      1844.00      0.14834    1.974e-02   
13      1895.60      0.14241    7.128e-03   
14      1944.20      0.14459    1.248e-02   
15      2015.80      0.14774    1.709e-02   
16      2055.50      0.14575    8.435e-03   
17      2096.90      0.15849    2.303e-02   
18      2144.50      0.16434    5.151e-03   
19      2174.90      0.16026    2.712e-03   
20      2208.30      0.15826    6.889e-03   
21      2264.45      0.15364    6.589e-03   
22      2325.20      0.16048    7.758e-03   
23      2383.20      0.14857    5.034e-03   
24      2435.90      0.15678    3.196e-03   
25      2490.95      0.17303    4.955e-03   
26      2549.40      0.17706    3.934e-03   
27      2608.30      0.19239    1.243e-02   
28      2657.30      0.21229    1.155e-03   
29      2730.65      0.23237    4.782e-03   
30      2797.50      0.24472    1.336e-03   
31      2867.05      0.25819    6.030e-03   
32      2919.25      0.29629    2.550e-03   
33      3010.00      0.32232    3.059e-03   
34      3062.35      0.35339    2.299e-03   
35      3136.90      0.35994    1.165e-03   
36      3209.60      0.37623    2.706e-03   
37      3314.80      0.39769    1.765e-03   
38      3411.15      0.43007    1.725e-03   
39      3499.40      0.44618    1.797e-03   
40      3569.30      0.46814    2.631e-03   
41      3634.10      0.50121    1.667e-03   
42      3716.70      0.55821    1.494e-03   
43      3793.45      0.63119    8.881e-04   
44      3953.05      0.74040    5.041e-04   
45      4004.15      0.78227    3.597e-04   
46      4086.10      0.87998    6.509e-04   
47      4189.75      0.91988    1.530e-03   
48      4326.05      0.98179    2.627e-04   
49      4387.70      0.95756    5.348e-04   
50      4446.30      1.02300    2.802e-04   
51      4526.15      1.02880    7.321e-04   
52      4637.70      1.05270    3.483e-04   
53      4754.35      1.00965    6.347e-04   
54      4850.35      1.03900    2.036e-04   
55      4958.80      1.01490    5.491e-04   
56      5060.85      1.02290    4.239e-04   
57      5205.00      1.00340    2.936e-04   
58      5332.90      1.00780    2.664e-04   
59      5427.25      1.01760    2.378e-04   
60      5545.00      1.00610    4.990e-04   
61      5677.30      1.01080    2.316e-04   
62      5837.80      0.98276    2.398e-04   
63      5937.50      0.96364    2.611e-04   
64      6130.45      0.95331    5.202e-04   
65      6216.50      0.93064    1.180e-03   
66      6357.05      0.90345    4.192e-04   
67      6582.45      0.88271    3.690e-04   
68      6839.60      0.85630    2.106e-04   
69      7067.95      0.83437    8.703e-04   
70      7330.05      0.80719    5.850e-04   
71      7476.30      0.79035    5.947e-04   
72      7646.35      0.79883    2.783e-04   
73      8086.30      0.72557    1.442e-04   
74      8362.40      0.70878    4.357e-04   
75      8694.50      0.69246    7.671e-04   
76      9463.65      0.62220    5.043e-04   
77     10140.00      0.60492    6.714e-05   
78     10841.00      0.51964    1.068e-04   
79     12491.00      0.44784    1.532e-05   
80     13960.50      0.38842    8.264e-06   
81     15604.00      0.34433    9.552e-06   
82     16655.50      0.29386    2.429e-05   
83     18355.50      0.24014    7.457e-05   
84     19987.00      0.17557    1.276e-03   
85     22373.00      0.10874    2.862e-03   
86     25403.50      0.07358    2.298e-03   
87     28170.00      0.05131    2.950e-03   
88     33342.50      0.03162    2.196e-03   
89     85010.00      0.00198    1.982e-03   
90    378290.00      0.00225    2.252e-03   
91    605260.00      0.00116    1.160e-03   
