#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1195.30      0.35361    3.536e-01   
1       1303.50      0.23047    2.305e-01   
2       1403.00      0.19393    1.384e-01   
3       1474.80      0.18641    1.864e-01   
4       1521.40      0.19178    8.564e-02   
5       1592.20      0.33027    5.024e-02   
6       1654.30      0.24753    7.958e-02   
7       1726.50      0.23784    6.759e-02   
8       1772.00      0.21909    4.399e-02   
9       1797.40      0.25088    4.727e-02   
10      1859.10      0.17478    4.368e-02   
11      1903.65      0.27718    2.749e-02   
12      1965.80      0.18004    9.003e-02   
13      2019.30      0.19000    7.059e-02   
14      2065.00      0.17724    7.721e-02   
15      2122.30      0.20831    1.998e-02   
16      2170.05      0.15745    3.328e-02   
17      2214.70      0.17925    2.011e-02   
18      2266.00      0.15303    1.020e-02   
19      2322.90      0.15771    4.793e-02   
20      2392.80      0.21052    5.100e-02   
21      2445.95      0.22956    2.024e-02   
22      2492.70      0.25154    2.542e-02   
23      2561.40      0.14491    2.404e-02   
24      2607.20      0.28914    1.249e-02   
25      2669.65      0.30911    3.366e-03   
26      2722.30      0.29207    1.321e-02   
27      2806.10      0.23568    1.220e-02   
28      2872.65      0.29944    2.995e-02   
29      2937.90      0.34791    1.439e-02   
30      3011.70      0.35838    1.053e-02   
31      3054.20      0.39515    8.012e-03   
32      3135.30      0.37985    7.079e-03   
33      3202.40      0.41175    6.101e-03   
34      3291.70      0.47080    5.162e-03   
35      3378.25      0.42503    1.024e-02   
36      3471.80      0.41702    1.331e-02   
37      3537.60      0.52571    1.238e-02   
38      3607.95      0.52973    1.221e-02   
39      3713.50      0.65200    3.448e-03   
40      3757.25      0.71479    3.160e-03   
41      3873.60      0.78853    5.244e-03   
42      3970.00      0.80402    4.518e-03   
43      4057.80      0.90169    3.049e-03   
44      4172.50      0.94785    4.539e-03   
45      4246.35      0.95165    5.793e-03   
46      4329.10      0.97701    1.932e-03   
47      4398.50      0.97055    3.321e-03   
48      4466.60      1.05600    2.152e-03   
49      4561.40      1.08550    2.845e-03   
50      4707.05      1.09555    1.406e-03   
51      4788.00      1.12110    2.333e-03   
52      4948.50      1.18410    1.954e-03   
53      5040.90      1.16540    1.251e-03   
54      5138.50      1.23830    1.238e-03   
55      5237.60      1.24415    1.289e-03   
56      5316.50      1.15980    2.316e-03   
57      5476.70      1.18890    1.067e-03   
58      5559.15      1.31710    3.069e-03   
59      5738.80      1.38160    8.494e-04   
60      5807.10      1.37415    3.919e-03   
61      6023.30      1.42350    1.060e-03   
62      6108.50      1.44920    1.054e-03   
63      6246.10      1.48290    6.703e-04   
64      6392.00      1.59010    1.273e-03   
65      6609.15      1.58855    1.588e-03   
66      6804.20      1.56930    7.297e-04   
67      7065.30      1.55525    1.099e-03   
68      7286.90      1.34570    5.007e-03   
69      7429.90      1.43490    1.075e-03   
70      7571.20      1.48755    7.849e-04   
71      7688.00      1.49060    4.471e-04   
72      8088.55      1.54475    8.419e-04   
73      8442.90      1.58340    9.468e-04   
74      8861.60      1.56690    5.473e-04   
75      9291.50      1.62050    4.597e-04   
76     10138.00      1.67050    1.280e-04   
77     10608.50      1.64710    4.799e-04   
78     11894.00      1.58860    6.370e-05   
79     13091.00      1.54040    1.677e-05   
80     14736.50      1.37445    1.104e-05   
81     15935.00      1.31940    7.661e-06   
82     17438.00      1.15190    6.287e-06   
83     19420.00      0.99552    1.541e-03   
84     21416.00      0.75817    7.666e-05   
85     23142.00      0.57582    3.300e-03   
86     26838.00      0.37607    1.734e-03   
87     28638.00      0.30934    1.752e-03   
88     34380.00      0.19839    1.349e-03   
89     88167.00      0.01716    6.700e-05   
90    382160.00      0.01647    1.165e-04   
91    611460.00      0.00617    6.136e-05   
