#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1440.10      0.11385    1.139e-01   
1       1599.10      0.06158    6.158e-02   
2       1685.20      0.05407    3.688e-02   
3       1765.50      0.04239    3.226e-02   
4       1813.10      0.03992    3.204e-02   
5       1870.30      0.03341    3.341e-02   
6       1942.30      0.05386    3.272e-02   
7       2035.60      0.05069    2.115e-02   
8       2093.40      0.08307    4.842e-03   
9       2145.50      0.07980    1.487e-02   
10      2213.70      0.07468    9.351e-03   
11      2263.10      0.07731    7.518e-03   
12      2324.80      0.07442    9.015e-03   
13      2363.50      0.07541    1.114e-02   
14      2409.90      0.09714    9.620e-03   
15      2477.60      0.08863    3.770e-03   
16      2538.30      0.10422    7.257e-03   
17      2574.70      0.10951    2.669e-03   
18      2630.70      0.14239    2.599e-03   
19      2661.50      0.15477    2.746e-03   
20      2734.10      0.15319    3.947e-03   
21      2789.00      0.16231    1.285e-03   
22      2830.30      0.18458    1.527e-03   
23      2869.90      0.21803    7.491e-04   
24      2913.40      0.23621    8.635e-04   
25      2964.80      0.24408    1.029e-03   
26      3039.60      0.28272    8.641e-04   
27      3109.10      0.29609    4.459e-04   
28      3166.00      0.32409    7.853e-04   
29      3234.70      0.35624    2.473e-03   
30      3301.20      0.38212    8.118e-04   
31      3388.10      0.40569    1.647e-03   
32      3445.30      0.41596    7.505e-04   
33      3531.40      0.44491    1.176e-03   
34      3614.60      0.47737    5.246e-04   
35      3672.80      0.52633    4.469e-04   
36      3750.60      0.53394    7.749e-04   
37      3820.90      0.58368    8.471e-04   
38      3890.60      0.63080    7.264e-04   
39      4001.70      0.71059    1.841e-04   
40      4089.50      0.83487    6.940e-04   
41      4194.20      0.88100    5.590e-04   
42      4324.10      0.94489    4.192e-04   
43      4424.70      1.01710    2.810e-04   
44      4547.10      1.06290    2.330e-04   
45      4659.90      1.10880    5.424e-04   
46      4759.50      1.13110    2.566e-04   
47      4888.50      1.15630    1.372e-04   
48      4988.30      1.14840    2.997e-04   
49      5064.00      1.15590    1.863e-04   
50      5137.00      1.16770    2.838e-04   
51      5306.60      1.18210    2.183e-04   
52      5457.40      1.19440    9.099e-05   
53      5541.60      1.21690    1.430e-04   
54      5610.90      1.21370    8.855e-05   
55      5763.70      1.20940    1.970e-04   
56      5947.70      1.19730    1.196e-04   
57      6038.90      1.19270    6.663e-05   
58      6131.20      1.19480    8.814e-05   
59      6241.80      1.18080    2.676e-04   
60      6498.30      1.16510    2.873e-04   
61      6659.20      1.15850    1.237e-04   
62      6758.10      1.15180    2.699e-04   
63      6918.70      1.13610    1.899e-04   
64      7138.40      1.13740    1.576e-04   
65      7358.10      1.11710    7.418e-05   
66      7460.00      1.10530    7.683e-05   
67      7618.00      1.10940    1.337e-04   
68      7861.90      1.08930    1.762e-04   
69      8193.80      1.06450    8.890e-05   
70      8547.00      1.01850    6.158e-04   
71      8904.50      1.00020    1.559e-04   
72      9318.50      0.96299    2.835e-04   
73      9567.90      0.93865    1.730e-04   
74      9801.50      0.94454    3.182e-04   
75     10182.00      0.91681    5.973e-05   
76     10354.00      0.89571    1.167e-04   
77     10527.00      0.90194    2.501e-05   
78     11628.00      0.81338    1.635e-05   
79     15234.00      0.57126    6.690e-06   
80     16536.00      0.50191    2.877e-06   
81     17639.00      0.44512    4.653e-06   
82     19938.00      0.31413    2.746e-06   
83     21553.00      0.23417    2.398e-06   
84     23745.00      0.16530    6.347e-04   
85     26313.00      0.10797    6.552e-04   
86     28509.00      0.08355    1.280e-03   
87     34657.00      0.04633    7.161e-04   
88     38103.00      0.03361    5.538e-04   
89    106420.00      0.00033    3.315e-04   
90    446770.00      0.00038    3.820e-04   
91    714830.00      0.00027    2.725e-04   
