#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1101.85      2.71420    3.053e-02   
1       1238.95      3.35680    1.819e-02   
2       1340.70      3.52140    9.460e-03   
3       1415.60      3.40930    6.629e-03   
4       1486.50      3.21320    8.355e-03   
5       1551.85      3.08485    7.374e-03   
6       1600.40      2.97280    6.432e-03   
7       1651.60      2.88370    6.314e-03   
8       1702.00      2.72950    5.362e-03   
9       1749.15      2.64180    5.277e-03   
10      1797.00      2.56375    5.414e-03   
11      1841.80      2.43950    4.667e-03   
12      1887.90      2.30710    5.087e-03   
13      1936.15      2.19755    5.236e-03   
14      1990.20      2.09160    4.115e-03   
15      2031.60      2.00700    4.099e-03   
16      2076.20      1.91245    4.178e-03   
17      2122.05      1.85600    4.429e-03   
18      2168.75      1.77195    3.197e-03   
19      2219.95      1.71655    4.320e-03   
20      2262.40      1.65090    3.347e-03   
21      2305.35      1.60165    4.082e-03   
22      2356.10      1.51945    3.681e-03   
23      2406.10      1.47000    4.030e-03   
24      2462.80      1.42760    3.710e-03   
25      2513.15      1.38060    3.684e-03   
26      2566.15      1.32885    4.205e-03   
27      2619.75      1.29200    3.538e-03   
28      2670.50      1.26690    3.220e-03   
29      2728.35      1.23220    3.661e-03   
30      2789.60      1.18690    3.358e-03   
31      2842.00      1.14680    2.911e-03   
32      2891.30      1.12470    3.428e-03   
33      2952.90      1.09820    3.701e-03   
34      3031.35      1.06850    4.094e-03   
35      3096.15      1.02045    3.966e-03   
36      3170.00      0.99912    2.497e-03   
37      3233.00      0.97126    3.373e-03   
38      3307.65      0.96459    4.950e-03   
39      3380.15      0.94016    3.824e-03   
40      3464.75      0.94069    3.354e-03   
41      3548.90      0.95386    3.170e-03   
42      3633.10      1.01690    3.669e-03   
43      3713.20      1.04600    2.508e-03   
44      3791.00      1.07055    2.717e-03   
45      3879.15      1.09810    2.509e-03   
46      3961.60      1.09260    2.171e-03   
47      4041.75      1.08105    2.819e-03   
48      4144.70      1.07475    2.133e-03   
49      4267.65      1.04250    2.043e-03   
50      4363.45      1.00935    2.248e-03   
51      4443.20      0.99486    2.023e-03   
52      4545.20      0.98636    1.836e-03   
53      4677.60      0.96590    2.223e-03   
54      4781.40      0.96850    1.665e-03   
55      4887.60      0.96760    1.895e-03   
56      4993.50      0.94081    1.553e-03   
57      5128.25      0.88466    1.898e-03   
58      5251.65      0.82881    1.780e-03   
59      5377.55      0.75418    2.497e-03   
60      5496.60      0.71847    2.038e-03   
61      5624.60      0.69737    2.550e-03   
62      5789.80      0.66064    2.624e-03   
63      5938.00      0.64786    2.229e-03   
64      6094.70      0.64580    1.512e-03   
65      6245.00      0.66421    2.734e-03   
66      6425.85      0.65342    3.448e-03   
67      6606.70      0.62621    2.493e-03   
68      6808.50      0.58927    2.499e-03   
69      6986.00      0.54607    2.895e-03   
70      7260.45      0.48467    2.152e-03   
71      7480.30      0.45843    2.136e-03   
72      7695.95      0.44039    2.099e-03   
73      8086.40      0.40631    2.717e-03   
74      8346.70      0.38358    2.954e-03   
75      8916.55      0.35395    2.773e-03   
76      9323.15      0.33911    1.644e-03   
77      9993.90      0.30266    8.804e-04   
78     10578.00      0.27280    1.030e-03   
79     11985.50      0.20525    1.269e-04   
80     13647.50      0.16224    1.144e-04   
81     15187.50      0.13738    8.850e-05   
82     16744.00      0.12286    8.017e-05   
83     18236.00      0.09663    1.793e-04   
84     20269.50      0.06915    2.827e-03   
85     22231.50      0.04882    6.609e-03   
86     25195.00      0.02829    1.619e-02   
87     28367.50      0.01828    1.195e-02   
88     34756.50      0.00850    1.287e-02   
89     88041.50      0.00446    4.464e-03   
90    366570.00      0.00695    6.950e-03   
91    586510.00      0.00357    3.568e-03   
