#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1328.45      1.92380    4.587e-02   
1       1470.00      1.72620    1.927e-02   
2       1584.10      1.67775    5.711e-03   
3       1669.00      1.53780    1.533e-02   
4       1726.70      1.55105    4.214e-03   
5       1806.45      1.48770    9.676e-03   
6       1859.60      1.43020    8.121e-03   
7       1917.40      1.26340    6.354e-03   
8       1987.25      1.19860    4.156e-03   
9       2057.25      1.17045    8.245e-03   
10      2098.05      1.08905    3.460e-03   
11      2161.10      1.06320    4.414e-03   
12      2223.80      0.96256    5.457e-03   
13      2273.35      0.92483    8.951e-03   
14      2308.05      0.92341    6.249e-03   
15      2368.55      0.86904    5.470e-03   
16      2408.75      0.88856    8.318e-03   
17      2465.35      0.85540    2.276e-03   
18      2497.05      0.86089    1.432e-03   
19      2564.30      0.86645    5.011e-03   
20      2600.70      0.81425    8.230e-03   
21      2642.95      0.83188    8.617e-03   
22      2699.65      0.84726    2.763e-03   
23      2776.30      0.81101    3.446e-03   
24      2818.65      0.79807    5.801e-03   
25      2887.80      0.79886    5.305e-03   
26      2922.05      0.78535    1.993e-03   
27      2946.80      0.78266    6.612e-03   
28      3037.10      0.78201    5.686e-03   
29      3079.35      0.76801    1.268e-02   
30      3149.65      0.74418    7.001e-03   
31      3219.45      0.76504    2.198e-03   
32      3272.10      0.74643    6.656e-03   
33      3333.50      0.71966    7.015e-03   
34      3402.95      0.76737    8.660e-03   
35      3475.95      0.77122    4.730e-03   
36      3554.60      0.76975    2.367e-03   
37      3628.85      0.77343    5.463e-03   
38      3730.75      0.87756    5.909e-03   
39      3800.00      0.89084    4.651e-03   
40      3896.00      0.91402    6.082e-03   
41      3991.95      0.98871    6.153e-03   
42      4046.65      0.99150    2.613e-03   
43      4128.35      1.01695    3.645e-03   
44      4235.10      1.00750    4.813e-03   
45      4405.10      1.04130    3.016e-03   
46      4495.15      0.99501    1.589e-03   
47      4557.40      0.98481    2.236e-03   
48      4737.40      1.02605    2.038e-03   
49      4804.55      1.00062    1.854e-03   
50      4889.15      1.01360    5.770e-03   
51      4953.45      0.96179    3.494e-03   
52      5074.90      0.94522    1.597e-03   
53      5233.10      0.89634    2.633e-03   
54      5344.45      0.85820    2.283e-03   
55      5485.95      0.87790    2.442e-03   
56      5596.60      0.84647    1.953e-03   
57      5717.05      0.85155    1.391e-03   
58      5882.30      0.81368    2.058e-03   
59      5986.75      0.77000    3.814e-03   
60      6139.35      0.80069    1.243e-03   
61      6252.95      0.78423    2.987e-03   
62      6419.45      0.78277    3.179e-03   
63      6539.30      0.82165    2.958e-03   
64      6737.70      0.76209    1.405e-03   
65      6924.05      0.75526    4.429e-03   
66      7075.80      0.68928    3.042e-03   
67      7350.45      0.63321    2.462e-03   
68      7654.70      0.60950    4.049e-03   
69      7884.65      0.57349    3.314e-03   
70      8238.55      0.57012    5.625e-03   
71      8349.80      0.54475    3.977e-03   
72      8550.95      0.53618    1.434e-03   
73      9063.95      0.49074    1.187e-03   
74      9323.75      0.47797    4.313e-03   
75      9660.10      0.47707    2.977e-03   
76      9949.95      0.47114    2.210e-03   
77     10520.00      0.40442    3.455e-03   
78     10874.50      0.35922    4.183e-04   
79     13905.50      0.28140    5.551e-05   
80     15701.00      0.22493    4.469e-05   
81     17197.00      0.20024    8.436e-05   
82     18536.50      0.16402    3.717e-05   
83     20488.00      0.10651    1.074e-04   
84     22335.50      0.07584    1.696e-03   
85     24896.50      0.06203    1.694e-02   
86     28447.00      0.03844    1.160e-02   
87     31564.00      0.03272    3.006e-03   
88     36460.50      0.01935    9.314e-03   
89    100680.00      0.00164    1.147e-03   
90    423615.00      0.00187    1.872e-03   
91    677785.00      0.00113    1.131e-03   
