#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1250.30      0.42845    1.227e-01   
1       1374.70      0.35606    1.309e-01   
2       1421.25      0.28309    3.886e-02   
3       1528.80      0.40841    3.405e-02   
4       1599.15      0.46679    2.467e-02   
5       1659.60      0.49793    2.319e-02   
6       1726.00      0.44261    6.721e-03   
7       1772.40      0.46155    1.496e-02   
8       1831.60      0.47271    1.199e-02   
9       1871.65      0.43879    1.213e-02   
10      1925.95      0.50506    5.754e-03   
11      1981.20      0.42427    3.219e-02   
12      2020.80      0.34913    1.075e-02   
13      2055.05      0.37233    1.272e-02   
14      2123.20      0.40567    4.943e-03   
15      2165.65      0.36933    9.476e-03   
16      2216.95      0.39648    2.448e-03   
17      2251.00      0.38782    2.154e-02   
18      2300.25      0.37624    5.774e-03   
19      2335.90      0.35891    3.639e-02   
20      2401.80      0.36191    4.487e-03   
21      2429.75      0.33059    4.864e-03   
22      2464.55      0.38196    7.963e-03   
23      2527.15      0.42023    1.044e-02   
24      2591.70      0.37681    8.143e-03   
25      2644.30      0.39411    9.441e-03   
26      2720.75      0.44013    2.784e-03   
27      2756.10      0.47665    2.303e-03   
28      2832.40      0.40699    1.389e-02   
29      2876.15      0.48703    5.760e-03   
30      2909.70      0.47216    1.666e-02   
31      2978.25      0.48389    2.350e-03   
32      3016.70      0.48646    5.368e-03   
33      3110.65      0.50633    1.997e-03   
34      3192.60      0.49270    4.486e-03   
35      3269.35      0.49311    1.147e-02   
36      3370.80      0.53082    6.747e-03   
37      3446.25      0.55807    3.488e-03   
38      3542.75      0.58093    3.461e-03   
39      3619.70      0.56309    4.117e-03   
40      3692.70      0.63004    1.395e-03   
41      3800.55      0.73874    9.952e-04   
42      3893.70      0.74901    2.686e-03   
43      3958.15      0.79565    2.570e-03   
44      4020.60      0.86658    3.011e-03   
45      4180.20      0.87115    2.408e-03   
46      4275.25      1.00076    1.133e-03   
47      4380.65      1.01705    2.296e-03   
48      4481.65      1.00335    1.132e-03   
49      4577.45      1.01070    8.740e-04   
50      4686.30      0.99857    1.175e-03   
51      4809.00      1.05260    3.606e-03   
52      4881.95      1.02880    7.586e-04   
53      4980.10      1.02225    8.069e-04   
54      5095.45      1.00795    2.522e-03   
55      5225.40      1.01165    1.420e-03   
56      5325.40      0.99563    4.803e-03   
57      5494.55      1.03275    4.997e-04   
58      5613.35      1.01465    1.342e-03   
59      5736.40      1.04275    4.428e-04   
60      5851.50      1.07855    6.148e-04   
61      6031.85      1.07640    3.529e-04   
62      6122.10      1.04555    2.141e-03   
63      6233.00      1.05465    6.414e-04   
64      6431.35      1.04700    1.437e-03   
65      6706.80      1.06770    2.063e-03   
66      6843.40      1.04910    1.151e-03   
67      7117.15      0.99561    4.909e-04   
68      7345.65      0.98422    7.796e-04   
69      7533.10      0.99489    1.952e-04   
70      7718.80      0.97092    4.084e-04   
71      7922.80      1.00495    5.817e-04   
72      8074.70      0.95178    1.130e-03   
73      8170.80      0.94083    3.991e-04   
74      8547.10      0.95473    1.339e-03   
75      9204.20      0.90310    9.831e-04   
76      9882.90      0.93105    1.160e-04   
77     10382.50      0.89600    7.440e-04   
78     11118.00      0.84243    3.697e-05   
79     13217.50      0.74771    1.658e-05   
80     14973.00      0.64115    2.649e-05   
81     16363.00      0.58720    6.150e-06   
82     17572.50      0.54229    1.449e-05   
83     19734.00      0.41078    9.491e-05   
84     21518.50      0.31507    3.936e-04   
85     23548.50      0.25411    8.814e-03   
86     27287.50      0.15448    9.684e-04   
87     29738.00      0.13415    1.728e-03   
88     36428.50      0.07323    2.950e-03   
89     90325.50      0.01607    1.435e-04   
90    372540.00      0.01009    2.806e-04   
91    596060.00      0.00867    1.931e-04   
