#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1008.70      0.79526    1.064e-01   
1       1130.60      1.04300    4.079e-02   
2       1184.40      1.18780    5.013e-02   
3       1260.50      1.46320    2.158e-02   
4       1336.05      1.67290    6.215e-03   
5       1376.00      1.61250    7.951e-03   
6       1420.80      1.66650    2.201e-02   
7       1467.90      1.69400    2.530e-02   
8       1524.70      1.64490    6.541e-03   
9       1571.70      1.59250    3.116e-02   
10      1615.50      1.63400    5.325e-03   
11      1659.80      1.55290    1.144e-02   
12      1688.90      1.57400    1.022e-02   
13      1743.80      1.53090    6.681e-03   
14      1765.40      1.48640    1.533e-02   
15      1805.80      1.52600    6.922e-03   
16      1838.90      1.42370    3.268e-03   
17      1884.70      1.36260    1.270e-02   
18      1931.70      1.35520    8.365e-03   
19      1975.40      1.26190    1.421e-02   
20      2005.40      1.24460    1.601e-02   
21      2053.20      1.16260    1.466e-02   
22      2084.30      1.12900    4.252e-03   
23      2126.10      1.06950    2.050e-02   
24      2165.80      1.10240    7.352e-03   
25      2220.60      1.04440    1.580e-02   
26      2271.60      1.08080    4.149e-03   
27      2323.90      1.00330    6.740e-03   
28      2367.80      1.05370    8.985e-03   
29      2400.80      1.00700    1.455e-02   
30      2466.40      0.95521    7.915e-03   
31      2510.10      0.97441    1.169e-02   
32      2572.20      0.93344    9.581e-03   
33      2638.40      0.91112    1.337e-02   
34      2700.15      0.92684    6.245e-03   
35      2754.40      0.92802    5.608e-03   
36      2817.80      0.87711    1.125e-02   
37      2878.40      0.88734    6.034e-03   
38      2940.30      0.89353    8.576e-03   
39      3007.90      0.87976    5.007e-03   
40      3089.90      0.79261    7.223e-03   
41      3151.30      0.77488    1.173e-02   
42      3219.50      0.83358    3.980e-03   
43      3287.60      0.81438    5.536e-03   
44      3374.15      0.81129    4.727e-03   
45      3466.50      0.77279    5.218e-03   
46      3530.40      0.83406    6.013e-03   
47      3634.30      0.88935    4.811e-03   
48      3685.50      0.92524    2.729e-03   
49      3774.00      0.96481    4.517e-03   
50      3850.70      0.98894    3.744e-03   
51      3910.90      1.03140    3.316e-03   
52      4022.40      1.01830    2.540e-03   
53      4102.50      1.01930    6.310e-03   
54      4230.50      1.03960    4.338e-03   
55      4303.60      1.01730    1.527e-03   
56      4415.10      1.00630    3.261e-03   
57      4544.00      0.96154    4.240e-03   
58      4645.30      0.99889    1.974e-03   
59      4744.30      0.97545    3.224e-03   
60      4834.50      0.98053    2.050e-03   
61      4989.00      0.95480    4.038e-03   
62      5124.70      0.92023    3.817e-03   
63      5302.30      0.83963    3.404e-03   
64      5492.85      0.77968    5.840e-03   
65      5636.50      0.72759    3.981e-03   
66      5768.80      0.71069    7.712e-03   
67      5951.00      0.72356    1.864e-03   
68      6062.20      0.70116    2.259e-03   
69      6310.10      0.75116    5.114e-03   
70      6494.90      0.71660    4.035e-03   
71      6601.80      0.69467    3.989e-03   
72      6795.30      0.63828    3.029e-03   
73      7007.70      0.59448    1.228e-02   
74      7401.75      0.55523    3.256e-03   
75      7720.10      0.49677    2.296e-03   
76      8002.80      0.47362    5.854e-03   
77      9322.50      0.37192    1.257e-03   
78     10200.00      0.33365    1.032e-03   
79     10735.00      0.30650    1.899e-04   
80     11896.00      0.25587    1.207e-04   
81     13299.00      0.22601    1.045e-04   
82     14808.00      0.16771    3.144e-04   
83     16218.00      0.15096    3.662e-04   
84     17560.50      0.12220    6.487e-03   
85     20465.00      0.08253    5.362e-03   
86     22196.00      0.05363    1.454e-02   
87     25358.00      0.02397    1.528e-02   
88     29369.00      0.02846    1.132e-02   
89     73887.00      0.00617    6.206e-03   
90    318780.00      0.01170    1.170e-02   
91    510050.00      0.00651    6.512e-03   
