#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1177.95      0.47998    4.800e-01   
1       1296.50      0.16981    1.621e-01   
2       1416.70      0.13138    1.314e-01   
3       1493.95      0.18801    6.358e-02   
4       1557.85      0.18819    1.136e-01   
5       1618.95      0.13516    1.488e-01   
6       1687.80      0.17289    2.612e-02   
7       1741.80      0.15623    2.560e-02   
8       1815.35      0.17639    1.722e-02   
9       1841.50      0.11903    2.979e-02   
10      1904.15      0.17934    8.950e-02   
11      1965.80      0.14235    9.753e-02   
12      2007.05      0.15773    1.559e-02   
13      2042.25      0.16251    3.733e-02   
14      2081.15      0.13894    2.470e-02   
15      2135.05      0.12129    3.189e-02   
16      2187.20      0.18015    8.448e-03   
17      2247.85      0.13659    2.467e-02   
18      2287.90      0.11971    2.501e-02   
19      2342.60      0.16246    3.392e-02   
20      2363.80      0.13211    8.803e-03   
21      2416.90      0.19949    2.568e-02   
22      2469.45      0.18624    5.372e-03   
23      2514.30      0.21080    1.010e-02   
24      2563.15      0.22238    7.839e-03   
25      2618.30      0.19630    3.929e-02   
26      2682.45      0.26115    1.490e-02   
27      2760.45      0.24473    2.763e-02   
28      2802.40      0.20617    1.661e-02   
29      2850.05      0.23728    1.970e-02   
30      2902.20      0.28809    2.566e-03   
31      2970.90      0.30100    1.029e-02   
32      3040.00      0.30713    4.814e-03   
33      3088.05      0.34650    2.989e-03   
34      3159.40      0.34676    1.760e-02   
35      3234.20      0.34914    1.662e-02   
36      3324.00      0.42961    1.331e-02   
37      3393.80      0.37082    7.465e-03   
38      3468.65      0.42735    7.970e-03   
39      3522.90      0.45304    6.486e-03   
40      3586.90      0.51275    4.623e-03   
41      3686.95      0.55005    2.608e-03   
42      3798.05      0.61155    4.075e-03   
43      3885.90      0.69466    4.074e-03   
44      3976.20      0.78578    3.182e-03   
45      4088.25      0.86155    3.839e-03   
46      4138.35      0.82839    3.892e-03   
47      4240.70      0.91714    3.346e-03   
48      4316.50      0.99305    1.545e-03   
49      4407.70      1.00810    1.632e-03   
50      4529.25      1.02720    5.267e-03   
51      4647.90      1.09080    2.942e-03   
52      4737.25      1.07695    1.226e-03   
53      4838.10      1.11860    1.927e-03   
54      4953.90      1.16845    1.631e-03   
55      5036.15      1.15845    1.846e-03   
56      5111.85      1.20440    1.857e-03   
57      5261.05      1.15760    1.785e-03   
58      5418.50      1.17800    1.499e-03   
59      5536.50      1.19735    1.236e-03   
60      5658.00      1.25210    3.252e-03   
61      5835.50      1.25940    4.485e-04   
62      5979.45      1.27760    1.398e-03   
63      6055.00      1.28770    4.768e-03   
64      6147.30      1.32905    2.456e-03   
65      6344.60      1.35695    7.244e-04   
66      6521.10      1.37925    2.503e-03   
67      6703.40      1.41560    4.010e-03   
68      6916.50      1.35505    7.622e-04   
69      7166.70      1.38225    6.515e-04   
70      7430.75      1.32605    4.338e-04   
71      7654.80      1.32800    4.445e-04   
72      8026.00      1.29920    3.251e-04   
73      8167.05      1.27355    9.444e-04   
74      8444.25      1.30440    1.538e-03   
75      8679.45      1.29910    1.989e-03   
76      9072.85      1.33130    6.251e-04   
77     10068.00      1.33010    7.693e-05   
78     10782.50      1.31540    1.346e-04   
79     12702.00      1.18365    3.620e-05   
80     14121.00      1.04710    4.810e-05   
81     15554.00      0.95483    2.289e-05   
82     17048.50      0.88333    9.673e-06   
83     18518.50      0.75151    6.131e-05   
84     20921.00      0.52615    9.775e-04   
85     22432.00      0.47347    4.483e-03   
86     26030.00      0.23548    1.934e-03   
87     29931.00      0.20359    3.788e-03   
88     33844.00      0.11642    8.126e-04   
89     90552.00      0.00525    8.486e-05   
90    374490.00      0.00362    1.231e-04   
91    599190.00      0.00084    2.867e-04   
