#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1180.20      0.35258    1.438e-01   
1       1342.90      0.64586    2.982e-02   
2       1418.60      0.79176    4.241e-02   
3       1525.50      0.75579    2.296e-02   
4       1610.20      0.76446    6.008e-03   
5       1677.70      0.70285    1.836e-02   
6       1726.20      0.72952    1.494e-02   
7       1768.95      0.67090    4.409e-03   
8       1813.70      0.74103    1.421e-02   
9       1861.60      0.67764    6.731e-03   
10      1909.20      0.69439    5.954e-03   
11      1949.40      0.65129    7.807e-03   
12      2002.90      0.61645    5.996e-03   
13      2058.90      0.58036    1.042e-02   
14      2113.40      0.56559    8.191e-03   
15      2153.10      0.54898    6.527e-03   
16      2173.60      0.56313    3.184e-03   
17      2225.10      0.50972    7.728e-03   
18      2280.40      0.51843    2.891e-03   
19      2316.10      0.52417    3.112e-03   
20      2370.50      0.51879    2.710e-03   
21      2414.20      0.51377    1.063e-02   
22      2471.95      0.54041    3.212e-03   
23      2521.40      0.50699    9.457e-03   
24      2573.30      0.54421    1.897e-03   
25      2624.50      0.53307    6.115e-03   
26      2676.60      0.55579    1.855e-03   
27      2724.80      0.57916    2.878e-03   
28      2785.70      0.54620    1.066e-03   
29      2830.80      0.56900    1.287e-02   
30      2905.40      0.58303    1.332e-03   
31      2944.00      0.59366    1.600e-03   
32      3007.20      0.62552    1.503e-03   
33      3069.50      0.57980    1.963e-03   
34      3138.80      0.61210    7.800e-03   
35      3200.90      0.63924    1.084e-03   
36      3255.70      0.65216    2.597e-03   
37      3328.55      0.62988    2.063e-03   
38      3437.10      0.61689    4.894e-03   
39      3538.30      0.65643    2.248e-03   
40      3603.60      0.66807    1.019e-03   
41      3665.90      0.68719    5.003e-03   
42      3759.50      0.75785    8.758e-04   
43      3843.80      0.77011    3.108e-03   
44      3928.50      0.84222    1.269e-03   
45      4002.90      0.90121    5.145e-04   
46      4160.00      0.98054    2.992e-03   
47      4237.10      0.96524    1.514e-03   
48      4328.00      0.99384    8.220e-04   
49      4430.30      0.98981    4.593e-04   
50      4543.30      1.03980    7.803e-04   
51      4617.70      1.02500    1.759e-03   
52      4729.50      0.98958    1.943e-03   
53      4865.10      1.01210    4.053e-04   
54      4982.20      1.01160    1.594e-04   
55      5108.40      1.01500    8.563e-04   
56      5196.80      0.99413    3.267e-04   
57      5353.40      0.97464    4.286e-04   
58      5516.30      0.99900    5.804e-04   
59      5637.90      0.98869    2.589e-04   
60      5715.50      0.98230    6.781e-04   
61      5895.30      0.96734    1.063e-03   
62      6068.90      0.99728    4.845e-04   
63      6157.20      0.98082    1.332e-04   
64      6258.00      0.98976    9.989e-04   
65      6450.10      0.99638    3.134e-04   
66      6739.55      1.01310    9.282e-04   
67      6853.50      0.96053    1.389e-04   
68      7122.30      0.92501    2.867e-04   
69      7451.60      0.87995    1.378e-03   
70      7599.30      0.86773    1.526e-04   
71      7730.90      0.86483    6.468e-04   
72      7929.30      0.83348    2.365e-03   
73      8346.80      0.80807    1.406e-04   
74      8621.20      0.78011    2.496e-03   
75      9099.40      0.77279    2.304e-04   
76      9868.80      0.75065    1.874e-04   
77     10518.00      0.72977    9.319e-05   
78     10707.00      0.72403    1.678e-04   
79     12629.00      0.60639    4.277e-05   
80     14340.00      0.50866    9.642e-06   
81     16044.00      0.43963    6.887e-06   
82     17469.00      0.39567    3.556e-06   
83     19796.00      0.31638    4.129e-04   
84     21148.00      0.22783    4.356e-05   
85     23177.00      0.18240    6.601e-04   
86     27436.00      0.10576    8.338e-04   
87     29229.00      0.08635    1.968e-03   
88     37194.00      0.04883    7.432e-04   
89     95038.50      0.00907    1.135e-04   
90    381860.00      0.00262    9.367e-04   
91    610980.00      0.00166    5.643e-04   
