#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1218.30      0.89677    7.656e-02   
1       1366.90      1.21430    1.104e-02   
2       1454.35      1.23005    9.053e-03   
3       1552.80      1.24140    1.474e-02   
4       1616.50      1.23950    6.462e-03   
5       1683.90      1.19910    5.112e-03   
6       1732.70      1.12670    5.602e-03   
7       1791.00      1.15650    7.508e-03   
8       1843.75      1.13210    6.989e-03   
9       1891.40      1.03440    6.784e-03   
10      1942.40      0.98257    4.261e-03   
11      2005.10      0.96166    2.304e-03   
12      2061.60      0.88191    2.271e-03   
13      2129.70      0.82328    2.566e-03   
14      2179.55      0.79798    4.662e-03   
15      2228.80      0.80088    3.532e-03   
16      2270.60      0.75472    5.392e-03   
17      2318.00      0.75496    3.685e-03   
18      2372.00      0.73740    4.095e-03   
19      2415.70      0.74082    3.152e-03   
20      2471.50      0.76587    3.359e-03   
21      2544.90      0.75229    2.136e-03   
22      2600.30      0.75078    3.994e-03   
23      2658.10      0.75033    1.638e-03   
24      2709.90      0.73897    2.238e-03   
25      2777.20      0.73332    2.688e-03   
26      2824.55      0.72639    1.809e-03   
27      2877.40      0.73972    2.344e-03   
28      2946.60      0.73376    2.079e-03   
29      3017.70      0.74631    2.863e-03   
30      3089.60      0.72814    1.957e-03   
31      3150.60      0.71970    2.166e-03   
32      3218.20      0.69981    2.191e-03   
33      3293.30      0.69771    6.303e-03   
34      3355.60      0.69858    2.920e-03   
35      3434.20      0.71005    3.800e-03   
36      3539.50      0.74279    2.271e-03   
37      3626.70      0.77843    3.189e-03   
38      3694.70      0.80665    2.957e-03   
39      3775.70      0.84798    1.159e-03   
40      3866.00      0.87331    1.919e-03   
41      3937.30      0.94733    2.215e-03   
42      4008.60      0.93551    2.844e-03   
43      4095.10      0.96173    3.317e-03   
44      4191.80      0.99255    1.396e-03   
45      4318.60      1.02740    2.088e-03   
46      4419.30      0.98628    1.415e-03   
47      4499.40      0.97191    1.034e-03   
48      4597.60      0.99027    1.719e-03   
49      4722.40      1.00550    2.010e-03   
50      4813.60      0.98079    1.301e-03   
51      4891.30      0.95348    1.395e-03   
52      4993.40      0.95377    1.512e-03   
53      5122.50      0.94406    1.253e-03   
54      5206.00      0.90544    1.195e-03   
55      5307.10      0.89841    1.261e-03   
56      5438.05      0.88482    1.547e-03   
57      5590.80      0.86261    9.146e-04   
58      5701.60      0.85034    1.260e-03   
59      5825.40      0.83795    1.383e-03   
60      5978.10      0.83024    7.454e-04   
61      6142.60      0.82634    7.468e-04   
62      6280.45      0.84484    1.777e-03   
63      6414.00      0.86133    2.409e-03   
64      6559.90      0.83970    1.082e-03   
65      6787.70      0.82008    1.866e-03   
66      6917.30      0.78106    1.702e-03   
67      7069.40      0.76398    1.308e-03   
68      7321.00      0.71310    7.631e-04   
69      7516.90      0.68252    1.510e-03   
70      7700.60      0.66597    1.235e-03   
71      7986.70      0.65304    1.962e-03   
72      8320.50      0.61066    1.474e-03   
73      8744.30      0.56826    1.503e-03   
74      9054.90      0.56073    7.463e-04   
75      9655.30      0.54940    8.152e-04   
76     10002.00      0.52990    8.697e-04   
77     10563.00      0.50549    1.369e-04   
78     11320.00      0.44621    1.042e-04   
79     13464.00      0.35361    4.848e-05   
80     14974.00      0.29446    2.881e-05   
81     16577.00      0.27205    5.412e-05   
82     17855.00      0.23482    5.525e-05   
83     19898.00      0.17312    6.599e-05   
84     21696.00      0.12519    1.467e-04   
85     24039.00      0.08549    8.660e-03   
86     26679.50      0.05657    1.083e-02   
87     30221.00      0.05114    5.040e-03   
88     36336.00      0.02817    7.335e-03   
89     93316.00      0.00239    5.130e-04   
90    417955.00      0.00203    6.733e-04   
91    668735.00      0.00076    7.638e-04   
