#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1054.30      0.77735    1.868e-01   
1       1146.10      0.81922    5.576e-02   
2       1244.20      1.09970    1.336e-02   
3       1322.00      1.20370    1.844e-02   
4       1367.30      1.31295    1.386e-02   
5       1442.05      1.44730    2.111e-02   
6       1492.80      1.34565    2.663e-02   
7       1536.10      1.29340    4.823e-03   
8       1571.30      1.34150    8.047e-03   
9       1616.00      1.30385    2.019e-02   
10      1665.10      1.31630    5.804e-03   
11      1697.55      1.25060    6.329e-03   
12      1727.40      1.25685    7.332e-03   
13      1780.00      1.27820    8.622e-03   
14      1811.95      1.17910    1.038e-02   
15      1848.15      1.19345    5.687e-03   
16      1876.55      1.12640    5.666e-03   
17      1911.10      1.12900    2.989e-03   
18      1946.40      1.10835    3.141e-03   
19      1995.20      1.00374    8.340e-03   
20      2053.95      1.00355    4.851e-03   
21      2100.45      0.90429    5.950e-03   
22      2144.20      0.91328    8.882e-03   
23      2177.90      0.87697    5.768e-03   
24      2209.85      0.88586    9.367e-03   
25      2254.35      0.85742    2.054e-02   
26      2307.80      0.86306    5.615e-03   
27      2347.20      0.84094    8.590e-03   
28      2399.90      0.84820    7.234e-03   
29      2455.45      0.82891    6.384e-03   
30      2499.70      0.82527    7.090e-03   
31      2558.95      0.86011    1.090e-02   
32      2616.60      0.82198    7.585e-03   
33      2666.05      0.80740    2.734e-03   
34      2744.45      0.79866    8.551e-03   
35      2796.50      0.78674    3.209e-03   
36      2855.00      0.79293    4.810e-03   
37      2909.00      0.76935    4.379e-03   
38      2965.30      0.76454    3.245e-03   
39      3044.50      0.76336    4.129e-03   
40      3107.00      0.77737    5.331e-03   
41      3167.95      0.74143    3.252e-03   
42      3227.40      0.75294    2.444e-03   
43      3332.00      0.73583    5.260e-03   
44      3414.60      0.73965    6.580e-03   
45      3504.80      0.72891    3.623e-03   
46      3581.25      0.80509    2.207e-03   
47      3651.20      0.84536    1.761e-03   
48      3711.15      0.88512    4.193e-03   
49      3793.95      0.90585    3.321e-03   
50      3882.70      0.94669    4.396e-03   
51      3964.90      1.01640    9.811e-04   
52      4038.20      1.01700    8.892e-04   
53      4166.95      1.06130    2.294e-03   
54      4286.75      1.07245    2.486e-03   
55      4365.05      1.02550    1.371e-03   
56      4453.50      1.00550    1.129e-03   
57      4540.80      0.98626    2.650e-03   
58      4664.80      0.96581    2.852e-03   
59      4787.05      0.97025    2.802e-03   
60      4906.25      0.95791    1.235e-03   
61      5026.90      0.97100    2.352e-03   
62      5167.40      0.91758    1.212e-03   
63      5354.45      0.86116    5.497e-04   
64      5544.15      0.80394    2.793e-03   
65      5705.70      0.80658    2.907e-03   
66      5896.35      0.75835    1.899e-03   
67      6042.10      0.74537    2.629e-03   
68      6193.10      0.75992    2.839e-03   
69      6279.90      0.78758    4.094e-03   
70      6444.35      0.77956    2.850e-03   
71      6681.90      0.76444    1.099e-03   
72      6924.55      0.69718    2.008e-03   
73      7311.60      0.59728    1.519e-03   
74      7518.05      0.57050    3.055e-03   
75      7715.10      0.55210    7.298e-04   
76      8288.00      0.49530    3.684e-03   
77      9550.50      0.41956    1.093e-03   
78     10320.00      0.38626    3.643e-04   
79     10692.00      0.34559    4.152e-04   
80     12185.50      0.28418    4.134e-05   
81     13312.00      0.25491    5.362e-05   
82     15434.00      0.20214    6.854e-05   
83     16669.00      0.18618    7.754e-04   
84     18086.00      0.14158    6.976e-04   
85     20881.00      0.08198    2.190e-03   
86     23036.50      0.07644    3.265e-03   
87     26329.00      0.03824    6.084e-03   
88     33477.50      0.01338    4.851e-03   
89     77912.50      0.00924    1.452e-03   
90    322535.00      0.00776    7.762e-03   
91    516060.00      0.00361    3.608e-03   
