#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0       1318.30      0.50240    2.288e-02   
1       1487.60      0.60540    1.471e-02   
2       1558.00      0.47046    1.213e-02   
3       1664.40      0.56690    1.110e-02   
4       1730.50      0.52892    5.001e-03   
5       1777.30      0.53973    1.285e-02   
6       1821.85      0.56711    1.437e-02   
7       1861.70      0.58650    2.066e-03   
8       1905.10      0.59320    1.179e-02   
9       1972.70      0.50571    1.118e-02   
10      2043.10      0.51490    5.682e-03   
11      2094.10      0.47582    4.097e-03   
12      2138.00      0.43053    3.525e-03   
13      2166.40      0.40740    2.880e-03   
14      2220.80      0.44305    4.252e-03   
15      2250.65      0.44776    2.870e-03   
16      2300.60      0.39614    4.094e-03   
17      2355.90      0.38939    2.198e-03   
18      2392.90      0.41432    2.800e-03   
19      2456.80      0.42025    4.921e-03   
20      2515.05      0.44051    3.868e-03   
21      2573.70      0.42489    1.522e-03   
22      2623.30      0.45878    1.208e-03   
23      2651.85      0.45986    1.739e-03   
24      2715.20      0.47867    2.837e-03   
25      2765.20      0.46296    3.146e-03   
26      2813.65      0.44255    3.032e-03   
27      2861.50      0.48781    1.339e-03   
28      2911.90      0.46592    5.753e-04   
29      2956.95      0.51811    1.146e-03   
30      3029.10      0.51894    5.484e-04   
31      3076.40      0.52525    1.303e-03   
32      3132.60      0.53192    1.705e-03   
33      3200.00      0.54878    8.912e-04   
34      3250.90      0.54344    2.922e-03   
35      3352.90      0.55809    8.594e-04   
36      3433.40      0.56892    1.419e-03   
37      3547.45      0.59062    1.775e-03   
38      3606.60      0.57897    7.040e-04   
39      3676.30      0.66937    7.093e-04   
40      3749.30      0.69681    8.230e-04   
41      3808.00      0.74211    1.016e-03   
42      3897.10      0.78892    1.294e-03   
43      3980.05      0.80002    5.861e-04   
44      4098.70      0.91026    6.631e-04   
45      4196.40      0.94670    1.221e-03   
46      4286.80      0.96015    7.250e-04   
47      4392.70      1.00380    3.782e-04   
48      4475.30      0.99412    4.345e-04   
49      4533.30      1.02190    6.572e-04   
50      4692.40      1.02230    1.042e-03   
51      4820.25      1.01475    7.434e-04   
52      4944.60      1.03360    1.475e-04   
53      5055.00      1.03700    3.259e-04   
54      5197.40      1.00156    5.726e-04   
55      5282.10      0.99634    4.529e-04   
56      5437.50      1.01190    1.795e-04   
57      5526.95      1.00805    4.219e-04   
58      5620.30      1.03710    6.947e-04   
59      5742.55      1.01320    2.405e-04   
60      5883.30      1.03150    3.728e-04   
61      6047.20      1.02450    8.494e-05   
62      6153.05      1.01395    2.473e-04   
63      6306.00      1.05780    1.937e-04   
64      6550.50      1.03310    7.190e-04   
65      6817.40      1.00038    2.609e-04   
66      7068.20      0.97800    4.116e-04   
67      7263.50      0.96089    3.586e-04   
68      7432.45      0.94512    3.947e-04   
69      7562.20      0.90898    1.638e-04   
70      7655.05      0.89077    2.276e-04   
71      7767.50      0.88553    9.545e-04   
72      8063.00      0.88704    2.399e-04   
73      8515.75      0.84328    2.227e-04   
74      9136.80      0.80290    7.744e-04   
75      9691.40      0.81197    4.761e-04   
76     10174.50      0.80691    8.417e-05   
77     10479.00      0.76487    8.378e-05   
78     10671.00      0.77091    7.405e-05   
79     12706.50      0.62410    1.430e-05   
80     15447.00      0.48727    1.069e-05   
81     16533.00      0.44015    5.006e-06   
82     17973.50      0.37535    7.055e-06   
83     20316.00      0.28572    5.964e-05   
84     21910.00      0.20633    2.493e-06   
85     25413.00      0.12905    5.217e-03   
86     27996.00      0.09074    4.252e-04   
87     31713.50      0.07324    4.731e-03   
88     38362.00      0.03999    3.042e-04   
89    101150.00      0.00681    1.309e-04   
90    473570.00      0.00414    4.661e-04   
91    757720.00      0.00153    5.995e-04   
