#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0        815.80      2.83010    2.830e+00   
1        831.12      0.39182    3.918e-01   
2        878.02      0.93821    9.382e-01   
3        918.33      2.61050    1.272e-01   
4        960.76      4.70950    9.363e-02   
5       1021.55      6.87385    2.639e-02   
6       1060.60      7.29540    2.968e-02   
7       1083.70      6.88200    2.607e-02   
8       1155.40      6.03100    3.716e-02   
9       1168.55      5.67890    4.175e-02   
10      1193.30      7.22980    3.116e-02   
11      1246.90      8.27630    1.097e-02   
12      1274.80      7.86160    9.754e-02   
13      1291.40      8.40010    1.547e-02   
14      1318.30      7.90930    1.652e-02   
15      1329.90      7.72970    2.772e-02   
16      1361.30      7.61290    1.370e-02   
17      1378.70      7.39385    2.620e-02   
18      1402.40      7.32990    1.735e-02   
19      1424.70      6.93285    1.721e-02   
20      1434.30      7.16450    1.703e-02   
21      1448.55      6.94340    1.146e-02   
22      1485.00      6.60410    9.768e-03   
23      1503.40      6.26165    1.787e-02   
24      1542.10      6.21850    1.509e-02   
25      1574.00      6.06475    1.125e-02   
26      1620.40      5.74420    1.556e-02   
27      1639.35      5.56165    1.231e-02   
28      1685.90      5.31000    1.991e-02   
29      1704.20      5.06910    6.574e-02   
30      1718.20      5.10310    1.995e-02   
31      1758.40      4.83180    5.126e-02   
32      1773.80      4.70810    2.237e-02   
33      1792.40      4.75920    1.620e-02   
34      1827.90      4.56970    1.156e-02   
35      1855.70      4.32060    1.608e-02   
36      1894.65      4.25925    1.928e-01   
37      1922.30      4.04740    1.689e-02   
38      1987.65      3.90120    3.288e-02   
39      2015.90      3.68670    1.835e-02   
40      2084.60      3.34470    2.131e-02   
41      2150.50      3.18820    1.412e-02   
42      2187.95      2.71225    1.728e-02   
43      2245.20      2.83170    8.231e-03   
44      2328.65      2.31995    4.184e-02   
45      2342.90      2.59300    2.865e-02   
46      2371.40      2.52675    1.407e-02   
47      2456.20      2.29420    1.302e-02   
48      2521.50      2.26185    2.860e-02   
49      2545.80      2.14560    1.787e-02   
50      2651.10      2.00565    2.038e-02   
51      2747.30      1.87380    1.130e-02   
52      2784.55      1.92950    1.106e-02   
53      2839.70      1.82620    3.700e-02   
54      2888.60      1.70510    1.060e-02   
55      2972.40      1.63240    1.417e-02   
56      3046.85      1.40995    2.572e-02   
57      3097.70      1.40930    4.224e-02   
58      3169.00      1.46950    1.318e-02   
59      3335.50      1.32480    1.776e-02   
60      3412.30      1.42350    6.195e-03   
61      3443.80      1.36025    4.920e-02   
62      3514.60      1.38930    1.125e-02   
63      3626.40      1.40175    9.053e-03   
64      3716.20      1.50600    2.616e-02   
65      3775.00      1.62385    4.253e-02   
66      3878.90      1.24080    1.409e-02   
67      4063.65      1.05595    2.953e-02   
68      4289.60      1.02750    9.044e-03   
69      4713.30      1.21230    1.597e-02   
70      4765.50      1.51730    2.033e-02   
71      4783.30      1.67945    2.164e-02   
72      4801.10   43691.00000    4.369e+04   
73      4883.95      1.71315    2.169e-02   
74      5034.30      1.25290    2.620e-02   
75      5146.60      1.43685    1.259e-02   
76      5205.50      1.09620    2.461e-02   
77      5516.10      0.69419    1.354e-02   
78      5975.50      0.50257    1.139e-02   
79      7884.30      0.28448    1.086e-03   
80      8455.00      0.25750    1.015e-03   
81      9866.60      0.20299    4.905e-04   
82     10147.00      0.20405    1.033e-03   
83     11124.50      0.15566    3.689e-04   
84     12746.00      0.11508    4.708e-02   
85     13661.00      0.08627    4.229e-02   
86     16295.00      0.08068    1.656e-02   
87     17836.00      0.06646    5.556e-02   
88     19520.00      0.03836    1.983e-02   
89     55019.00      0.02715    2.715e-02   
90    222700.00      0.07197    7.197e-02   
91    356320.00      0.04632    4.632e-02   
