#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0        819.65      1.97430    1.974e+00   
1        832.47      0.30234    3.023e-01   
2        854.11      0.47749    4.775e-01   
3        935.63      1.71500    8.375e-02   
4        964.85      2.59590    9.553e-02   
5       1020.25      3.40260    5.829e-02   
6       1068.90      3.28090    4.081e-02   
7       1084.70      3.31180    5.253e-02   
8       1159.10      2.89860    3.749e-02   
9       1173.10      3.13165    8.314e-02   
10      1194.00      3.73150    2.718e-02   
11      1219.80      4.40730    1.832e-02   
12      1265.80      4.31775    2.554e-02   
13      1283.80      4.47190    1.263e-01   
14      1309.50      4.30950    2.021e-02   
15      1325.00      4.01850    1.569e-02   
16      1336.10      3.91110    2.459e-02   
17      1369.80      4.15580    2.784e-02   
18      1388.90      4.08900    4.855e-02   
19      1419.00      3.95070    1.107e-02   
20      1435.50      3.97880    9.928e-03   
21      1444.40      4.02990    1.121e-02   
22      1460.80      4.03700    1.020e-02   
23      1498.00      3.76380    1.416e-02   
24      1517.75      3.56355    1.123e-02   
25      1550.50      3.56750    8.981e-03   
26      1621.70      3.46630    1.105e-02   
27      1640.65      3.36265    2.623e-02   
28      1693.90      3.26050    1.250e-02   
29      1709.50      3.11440    4.391e-02   
30      1718.80      3.09710    3.815e-02   
31      1758.25      3.19235    2.025e-02   
32      1776.20      2.90940    8.638e-02   
33      1796.40      2.93540    8.882e-03   
34      1820.20      2.83520    1.022e-02   
35      1860.80      2.67890    3.113e-02   
36      1903.80      2.57790    1.219e-01   
37      1932.90      2.38990    1.175e-02   
38      2009.10      2.46900    1.807e-02   
39      2037.10      2.23930    2.842e-02   
40      2141.40      2.01190    1.358e-02   
41      2189.80   -5627.50000   -5.628e+03   
42      2228.90      1.76250    1.298e-02   
43      2325.10      1.77500    1.797e-02   
44      2346.50      1.63930    3.633e-02   
45      2358.20      1.65090    2.129e-02   
46      2422.55      1.77810    1.357e-02   
47      2526.10      1.56330    2.010e-02   
48      2552.30      1.59290    5.531e-02   
49      2634.70      1.39180    1.005e-02   
50      2761.60      1.30430    8.460e-03   
51      2786.20      1.40050    7.191e-03   
52      2831.70      1.30060    2.101e-02   
53      2860.00      1.39750    3.899e-02   
54      2943.80      1.16180    1.127e-02   
55      3033.40      1.16440    1.098e-02   
56      3097.60      1.10530    2.022e-02   
57      3125.35      1.10560    2.202e-02   
58      3297.90      1.08950    1.580e-02   
59      3417.60      1.02920    3.820e-03   
60      3436.60      1.21610    5.429e-03   
61      3462.40      1.29825    5.952e-02   
62      3541.30      1.10040    1.188e-02   
63      3664.20      1.27440    9.380e-03   
64      3757.00      1.14060    1.345e-02   
65      3793.10      1.26510    4.484e-02   
66      3915.70      1.08280    1.227e-02   
67      4117.20      1.07420    1.654e-02   
68      4488.90      1.00167    9.977e-03   
69      4765.30      1.22170    2.881e-03   
70      4787.50      1.21070    7.626e-03   
71      4801.50      1.22700    2.190e-02   
72      4813.20      1.29650    2.485e-02   
73      4831.40   49964.00000    4.996e+04   
74      4920.20      1.02090    3.225e-02   
75      5104.30      0.98506    9.936e-03   
76      5198.90      0.93033    1.243e-02   
77      5604.70      0.63590    1.077e-02   
78      6109.00      0.54001    4.473e-03   
79      7924.60      0.29634    6.243e-04   
80      8444.10      0.29771    4.758e-04   
81      9998.70      0.22719    2.820e-04   
82     10089.00      0.19389    5.548e-04   
83     11444.00      0.17589    5.319e-04   
84     12798.00      0.13023    2.158e-02   
85     13522.00      0.10664    7.617e-02   
86     17497.00      0.08475    1.149e-02   
87     17742.50      0.06979    2.656e-02   
88     19314.00      0.05860    5.860e-02   
89     53746.00      0.01944    1.944e-02   
90    222745.00      0.04294    4.294e-02   
91    356390.00      0.02797    2.797e-02   
