#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0        865.62      0.47820    4.782e-01   
1        999.37      0.37641    3.764e-01   
2       1048.80      0.16946    1.695e-01   
3       1080.60      0.18184    1.818e-01   
4       1122.15      0.19458    1.946e-01   
5       1182.10      0.18508    1.851e-01   
6       1213.25      0.26210    3.615e-02   
7       1253.50      0.09106    9.106e-02   
8       1293.10      0.15169    1.517e-01   
9       1330.30      0.19492    1.949e-01   
10      1356.25      0.12742    1.274e-01   
11      1377.20      0.08861    8.861e-02   
12      1404.10      0.13131    1.313e-01   
13      1441.40      0.09874    9.874e-02   
14      1472.35      0.17488    1.749e-01   
15      1499.20      0.10076    4.049e-02   
16      1521.80      0.13155    1.316e-01   
17      1564.10      0.05997    4.565e-02   
18      1616.75      0.18027    1.803e-01   
19      1634.10      0.17660    4.010e-02   
20      1663.90      0.10443    8.208e-02   
21      1685.00      0.19211    1.141e-01   
22      1707.50      0.10414    2.765e-02   
23      1735.60      0.16797    4.288e-02   
24      1756.90      0.14303    1.647e-02   
25      1786.50      0.19018    3.519e-03   
26      1823.55      0.12539    3.972e-02   
27      1883.10      0.14881    9.419e-02   
28      1938.95      0.20344    6.344e-02   
29      1994.10      0.14605    4.923e-02   
30      2034.80      0.12728    1.273e-01   
31      2073.50      0.22270    2.002e-02   
32      2110.50      0.25499    9.713e-03   
33      2158.50      0.10544    1.054e-01   
34      2189.95      0.17339    1.523e-02   
35      2232.80      0.14710    3.465e-02   
36      2277.15      0.14915    3.489e-02   
37      2320.70      0.15564    1.556e-01   
38      2419.50      0.22756    4.964e-02   
39      2487.40      0.18764    1.792e-02   
40      2530.55      0.16882    4.209e-02   
41      2580.80      0.10063    4.680e-02   
42      2708.75      0.22259    3.921e-02   
43      2785.40      0.27615    1.448e-02   
44      2838.15      0.17461    5.225e-02   
45      2880.20      0.27902    1.018e-02   
46      2945.75      0.17924    3.394e-02   
47      3005.40      0.26904    1.998e-02   
48      3107.00      0.27638    1.756e-02   
49      3158.90      0.30323    1.429e-02   
50      3242.50      0.31724    2.593e-02   
51      3332.20      0.38357    1.363e-02   
52      3409.10      0.42382    5.156e-03   
53      3449.70      0.43411    8.275e-03   
54      3491.35      0.47229    1.201e-02   
55      3532.00      0.45652    2.571e-03   
56      3573.25      0.41729    9.304e-03   
57      3657.60      0.54271    9.950e-03   
58      3813.05      0.62677    4.341e-03   
59      3907.40      0.59156    1.054e-02   
60      4003.85      0.69156    7.114e-03   
61      4177.60      0.89705    1.842e-03   
62      4249.65      0.96725    2.249e-03   
63      4314.60      1.00280    3.657e-03   
64      4379.85      0.88460    9.945e-03   
65      4436.50      1.02560    3.050e-03   
66      4538.55      1.09660    1.903e-03   
67      4670.80      1.06670    1.611e-03   
68      4736.95      1.06370    6.356e-03   
69      4854.10      0.99845    6.013e-03   
70      5387.00      0.94613    5.287e-03   
71      5649.20      0.99752    3.054e-03   
72      5838.55      0.94747    2.079e-03   
73      5909.20      0.91120    2.117e-03   
74      5975.45      0.87698    2.616e-03   
75      6040.50      0.91045    4.337e-03   
76      6080.65      0.90166    5.014e-03   
77      6151.80      0.89428    4.505e-03   
78      7853.25      0.78014    1.992e-04   
79      9654.60      0.59015    6.013e-05   
80     10001.35      0.56133    3.689e-05   
81     11274.00      0.50722    8.549e-05   
82     12347.50      0.42910    5.782e-05   
83     12858.00      0.39994    2.876e-05   
84     15277.50      0.29523    1.388e-02   
85     16068.00      0.26253    3.817e-03   
86     17541.50      0.26054    5.894e-03   
87     21697.00      0.13120    8.935e-03   
88     22420.00      0.09997    7.403e-03   
89     65502.50      0.00934    9.343e-03   
90    267635.00      0.01371    1.371e-02   
91    428215.00      0.00763    7.627e-03   
