#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0        922.27      0.54131    5.413e-01   
1        970.00      0.33522    3.352e-01   
2       1030.20      0.33317    3.332e-01   
3       1062.20      0.38502    1.080e-01   
4       1099.75      0.55198    3.219e-02   
5       1157.20      0.38779    3.878e-01   
6       1198.40      0.47982    1.348e-01   
7       1226.65      0.60626    3.832e-02   
8       1264.20      0.69230    6.012e-02   
9       1308.20      0.58474    1.329e-01   
10      1339.85      0.62055    3.481e-02   
11      1360.10      0.62906    4.630e-02   
12      1381.50      0.72676    3.800e-02   
13      1416.30      0.70121    9.652e-02   
14      1450.90      0.69482    5.755e-02   
15      1476.70      0.56365    5.089e-02   
16      1509.25      0.79115    2.708e-02   
17      1526.40      0.82781    2.058e-02   
18      1555.30      0.92150    1.080e-02   
19      1590.85      0.71600    2.692e-02   
20      1631.80      0.89044    1.692e-02   
21      1651.70      0.67640    1.354e-02   
22      1684.10      0.75988    1.724e-02   
23      1716.45      0.79385    2.853e-02   
24      1732.90      0.74762    1.695e-02   
25      1766.70      0.76317    4.311e-02   
26      1796.60      0.68455    2.380e-02   
27      1843.90      0.79041    1.433e-02   
28      1900.00      0.68650    1.908e-02   
29      1945.55      0.76220    3.253e-02   
30      1981.60      0.66413    2.169e-02   
31      2023.90      0.65783    3.224e-02   
32      2059.95      0.59698    2.856e-02   
33      2098.40      0.65943    2.503e-02   
34      2149.90      0.60142    3.434e-02   
35      2185.30      0.69329    3.055e-02   
36      2234.80      0.43796    2.373e-02   
37      2275.80      0.66568    1.353e-02   
38      2344.55      0.59898    2.047e-02   
39      2434.70      0.52877    4.369e-02   
40      2492.80      0.64872    1.147e-02   
41      2536.55      0.58876    1.525e-02   
42      2594.90      0.55781    1.988e-02   
43      2690.80      0.52351    1.949e-02   
44      2764.50      0.54468    2.986e-02   
45      2822.80      0.49585    1.578e-02   
46      2878.20      0.66023    9.271e-03   
47      2932.10      0.71507    1.648e-02   
48      3008.20      0.65303    2.113e-02   
49      3079.60      0.67480    2.311e-02   
50      3142.10      0.63443    1.023e-02   
51      3180.20      0.72119    1.455e-02   
52      3254.10      0.69793    1.143e-02   
53      3361.65      0.63409    1.997e-02   
54      3439.90      0.63550    2.208e-02   
55      3462.10      0.65896    1.367e-02   
56      3527.45      0.69150    6.746e-03   
57      3598.20      0.75615    8.419e-03   
58      3707.60      0.69257    2.754e-02   
59      3805.70      0.79601    1.081e-02   
60      3896.30      0.92020    4.780e-03   
61      3968.50      0.93477    1.285e-02   
62      4078.20      0.90487    9.008e-03   
63      4160.90      1.08810    8.511e-03   
64      4270.20      0.98455    2.442e-03   
65      4317.20      1.02550    9.144e-03   
66      4417.10      0.91876    1.101e-02   
67      4572.90      1.00000    4.875e-03   
68      4752.20      1.03980    1.358e-02   
69      4965.85      1.07755    9.622e-03   
70      5251.80      0.96080    5.416e-03   
71      5409.50      0.92219    2.972e-03   
72      5495.60      0.91189    5.274e-03   
73      5613.90      0.90173    1.582e-02   
74      5790.30      0.95871    1.238e-02   
75      5935.45      0.96412    6.145e-03   
76      5979.30   15154.00000    1.515e+04   
77      6078.40      0.93834    1.051e-03   
78      7928.30      0.81356    8.117e-04   
79      9129.70      0.75941    9.593e-05   
80      9867.70      0.79695    8.173e-05   
81     10961.50      0.71175    6.381e-05   
82     11913.00      0.66286    5.066e-05   
83     12699.00      0.66949    6.799e-05   
84     14470.50      0.52540    2.084e-02   
85     15848.00      0.50189    1.343e-02   
86     17862.00      0.42903    7.018e-03   
87     20480.50      0.32283    1.140e-02   
88     22043.00      0.25943    4.321e-03   
89     62666.50      0.05811    1.152e-02   
90    262650.00      0.07549    1.331e-02   
91    420250.00      0.01815    1.296e-02   
