#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0        815.93      1.10890    1.109e+00   
1        874.72      1.12590    2.207e-01   
2        950.47      3.27370    1.043e-01   
3        984.49      5.00965    8.945e-03   
4       1017.70      6.01250    2.894e-02   
5       1054.45      6.22460    3.230e-02   
6       1098.25      6.46890    1.743e-02   
7       1143.30      5.80265    1.586e-02   
8       1173.60      6.34940    1.792e-02   
9       1202.10      7.81365    1.017e-02   
10      1251.55      7.86275    1.279e-02   
11      1283.15      7.57590    1.479e-02   
12      1309.80      7.23700    9.399e-03   
13      1340.30      7.15165    9.252e-03   
14      1366.10      7.24470    1.617e-02   
15      1397.60      6.86215    7.790e-03   
16      1414.60      6.38810    1.623e-02   
17      1441.65      6.53605    7.940e-03   
18      1475.95      6.17285    1.465e-02   
19      1492.95      6.18370    6.037e-03   
20      1533.40      5.73170    6.016e-03   
21      1559.10      5.56920    6.020e-03   
22      1593.45      5.31275    9.780e-03   
23      1625.40      5.17250    7.730e-03   
24      1660.60      5.08380    6.560e-03   
25      1682.70      4.92795    1.757e-02   
26      1700.45      4.83800    4.347e-03   
27      1739.50      4.73705    2.343e-02   
28      1759.95      4.63350    1.123e-02   
29      1783.95      4.38110    5.220e-03   
30      1822.40      4.19635    1.123e-02   
31      1870.20      3.94010    1.983e-02   
32      1920.85      3.75790    7.934e-03   
33      1975.75      3.62955    1.160e-02   
34      2006.80      3.48970    1.229e-02   
35      2065.15      3.23365    7.042e-03   
36      2096.35      3.20285    1.750e-02   
37      2129.80      3.14345    8.201e-03   
38      2179.45      2.82225    6.494e-03   
39      2232.20      2.61680    1.593e-02   
40      2295.35      2.55005    1.239e-02   
41      2327.20      2.59570    7.675e-03   
42      2394.60      2.41490    1.350e-02   
43      2468.65      2.27085    1.106e-02   
44      2523.30      2.08770    8.499e-03   
45      2604.05      1.96855    8.688e-03   
46      2696.45      1.82800    6.916e-03   
47      2738.90      1.78375    4.783e-03   
48      2780.55      1.74845    9.004e-03   
49      2845.35      1.70320    9.722e-03   
50      2904.95      1.53120    1.092e-02   
51      2966.40      1.44290    9.453e-03   
52      3021.00      1.41750    1.568e-02   
53      3111.95      1.35465    1.121e-02   
54      3198.80      1.38160    4.390e-03   
55      3272.30      1.35415    3.599e-03   
56      3350.50      1.32675    6.049e-03   
57      3396.85      1.26330    1.142e-02   
58      3464.85      1.25115    9.590e-03   
59      3544.85      1.19285    9.958e-03   
60      3629.90      1.28895    6.922e-03   
61      3695.90      1.13920    2.938e-02   
62      3806.25      1.22060    1.269e-02   
63      3940.30      1.14230    8.389e-03   
64      4034.40      1.21010    6.517e-03   
65      4189.90      1.03575    8.781e-03   
66      4292.90      1.03375    6.044e-03   
67      4454.00      0.96251    1.212e-02   
68      4652.15      0.99466    1.354e-02   
69      4708.15      1.13645    2.682e-02   
70      4798.50      1.30785    8.335e-03   
71      4927.10      1.17425    3.561e-02   
72      5109.85      1.04135    1.373e-02   
73      5497.80      0.65765    8.130e-03   
74      5616.10      0.59048    5.836e-03   
75      5667.30      0.55672    1.222e-02   
76      5859.35      0.53429    2.132e-02   
77      5962.05      0.51808    1.025e-02   
78      6275.25      0.40360    1.585e-03   
79      8338.00      0.25932    6.819e-04   
80      9407.10      0.23960    2.651e-04   
81      9970.40      0.19182    4.515e-04   
82     11508.00      0.16155    2.729e-04   
83     12364.00      0.14611    4.633e-04   
84     13085.00      0.09266    5.898e-02   
85     15031.00      0.08040    2.202e-02   
86     17071.00      0.07068    2.595e-02   
87     18957.50      0.05592    5.592e-02   
88     21596.50      0.02897    2.897e-02   
89     60223.50      0.03367    3.367e-02   
90    250155.00      0.05635    5.635e-02   
91    400245.00      0.03261    3.261e-02   
