#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0        816.75      0.28052    2.805e-01   
1        860.74      0.67418    6.742e-01   
2        962.75      0.27154    9.748e-02   
3       1001.30      0.54988    5.499e-01   
4       1064.00      0.35337    1.535e-01   
5       1107.95      0.23035    2.301e-01   
6       1154.85      0.39943    3.994e-01   
7       1198.25      0.39499    3.788e-02   
8       1220.85      0.20948    2.493e-01   
9       1252.40      0.39021    4.025e-02   
10      1284.00      0.28989    8.202e-02   
11      1309.35      0.38584    2.256e-01   
12      1355.00      0.28208    8.953e-02   
13      1377.40      0.42708    4.286e-02   
14      1388.60      0.54558    4.326e-02   
15      1417.15      0.24691    9.484e-02   
16      1435.85      0.28027    2.803e-01   
17      1468.00      0.38604    6.122e-02   
18      1492.20      0.37711    1.205e-01   
19      1515.90      0.41562    5.266e-02   
20      1553.30      0.32898    5.614e-02   
21      1591.05      0.37330    5.004e-02   
22      1630.15      0.24818    2.482e-01   
23      1660.15      0.39690    9.851e-03   
24      1687.60      0.26551    1.028e-01   
25      1702.70      0.36024    9.948e-02   
26      1750.75      0.37518    6.070e-02   
27      1766.85      0.43338    1.575e-02   
28      1782.00      0.39512    4.092e-02   
29      1802.75      0.30005    6.105e-02   
30      1840.60      0.38701    6.970e-02   
31      1881.45      0.39868    9.376e-02   
32      1956.15      0.33733    1.406e-01   
33      1984.00      0.40658    7.581e-02   
34      2053.45      0.38465    3.966e-02   
35      2089.85      0.30364    8.558e-02   
36      2126.40      0.31230    8.897e-03   
37      2188.55      0.36952    2.903e-02   
38      2237.25      0.14027    4.515e-02   
39      2281.00      0.46670    2.135e-02   
40      2297.10      0.35574    2.489e-02   
41      2401.95      0.29312    7.546e-02   
42      2446.30      0.13543    1.094e-01   
43      2508.75      0.36346    1.997e-02   
44      2572.50      0.37592    3.033e-02   
45      2643.25      0.30431    1.169e-02   
46      2724.45      0.29419    1.142e-02   
47      2795.80      0.31159    1.446e-02   
48      2818.75      0.44936    7.202e-03   
49      2895.20      0.41607    1.481e-02   
50      2966.15      0.37989    3.531e-02   
51      3023.95      0.39989    1.234e-02   
52      3142.10      0.43335    1.242e-02   
53      3214.70      0.46477    5.360e-03   
54      3269.55      0.43551    1.485e-02   
55      3373.35      0.47300    6.579e-03   
56      3423.50      0.46655    1.623e-02   
57      3516.20      0.52982    1.825e-03   
58      3544.45      0.53703    4.559e-03   
59      3570.75      0.56190    7.257e-03   
60      3635.80      0.69080    1.199e-02   
61      3783.25      0.66411    1.552e-02   
62      3926.55      0.80371    2.546e-03   
63      3978.50      0.84089    4.125e-03   
64      4216.45      0.97898    1.456e-03   
65      4346.65      1.00151    1.188e-03   
66      4409.20      1.03515    4.852e-03   
67      4602.20      0.92896    1.282e-02   
68      4689.60      1.01090    2.818e-03   
69      4723.05      1.15030    4.212e-02   
70      4801.65      1.11675    7.048e-03   
71      4901.75      1.06110    5.999e-03   
72      5003.70      1.09025    3.669e-02   
73      5429.30      0.93179    4.811e-03   
74      5657.05      0.98013    4.081e-03   
75      5924.55      0.88939    2.687e-03   
76      6073.00      0.83730    9.769e-04   
77      6117.45      0.87360    4.943e-03   
78      6895.90      0.82974    4.403e-04   
79      8473.55      0.57895    8.024e-05   
80      9795.85      0.52548    5.029e-05   
81     10103.50      0.47767    1.101e-04   
82     11444.50      0.41079    4.305e-05   
83     12547.00      0.34908    5.809e-04   
84     13099.00      0.30055    2.685e-03   
85     15832.00      0.25535    5.031e-03   
86     17161.00      0.15448    8.543e-03   
87     19748.50      0.14171    3.131e-03   
88     22494.00      0.09128    1.652e-02   
89     60888.00      0.02988    2.988e-02   
90    231270.00      0.05252    5.252e-02   
91    370030.00      0.03670    3.670e-02   
