#Filter     Eff. Wave     Flux(Scaled)     Error(NMAD)
0        806.22      5.19085    5.191e+00   
1        825.89      1.18540    1.185e+00   
2        869.52      1.64000    8.714e-01   
3        897.07      3.95480    3.347e-01   
4        952.54      6.09460    5.288e-01   
5        981.95      9.33665    1.008e-01   
6       1034.35     10.68500    1.592e-01   
7       1069.70     12.13200    1.661e-01   
8       1105.50     10.86150    4.899e-02   
9       1152.95     10.61250    1.069e-01   
10      1163.15      8.79265    2.104e-01   
11      1190.05     14.38600    1.662e-01   
12      1209.20     13.91200    1.653e-02   
13      1253.20     13.80800    7.261e-02   
14      1277.85     14.68200    4.322e-01   
15      1294.30     13.31800    3.734e-02   
16      1316.50     12.15500    8.430e-02   
17      1333.40     12.75400    6.932e-02   
18      1360.30     12.09000    5.051e-02   
19      1374.35     11.62500    1.475e-01   
20      1393.30     11.44650    2.866e-02   
21      1418.55     10.88400    3.308e-02   
22      1427.10     10.16500    2.541e-02   
23      1434.85     10.02175    9.096e-02   
24      1470.20      9.65875    8.159e-02   
25      1495.20      9.75100    7.034e-02   
26      1535.40      9.53125    2.762e-02   
27      1548.90      8.98620    4.469e-02   
28      1599.45      8.90860    2.531e-02   
29      1618.45      9.18670    7.018e-02   
30      1648.75      8.33245    1.022e-01   
31      1689.85      7.72030    7.303e-02   
32      1702.20      7.70530    3.365e-01   
33      1728.00      6.93390    7.259e-02   
34      1753.55      7.25210    2.510e-01   
35      1777.70      7.08855    5.291e-02   
36      1802.70      6.90515    5.477e-02   
37      1832.70      6.48000    3.345e-01   
38      1881.25      6.68355    3.670e-01   
39      1900.25      5.94125    5.780e-01   
40      1940.70      6.01695    5.747e-02   
41      1995.50      5.30165    1.009e-01   
42      2035.10      4.66650    1.448e-01   
43      2089.50      5.19130    2.079e-02   
44      2170.65   -49316.50000   -4.932e+04   
45      2204.15      3.73710    4.607e-02   
46      2284.70      4.33630    3.169e-02   
47      2326.75      3.59610    1.566e-01   
48      2350.75      3.56915    4.836e-02   
49      2412.90      3.25625    4.105e-02   
50      2516.15      2.78675    1.575e-01   
51      2538.80      3.34320    2.387e-01   
52      2603.60      3.02275    3.370e-02   
53      2729.45      2.53475    6.517e-02   
54      2764.40      2.98585    2.034e-02   
55      2818.90      2.57780    7.829e-02   
56      2845.40      2.58390    1.268e-01   
57      2959.45      2.36055    3.684e-02   
58      3054.10      1.88615    6.443e-02   
59      3098.65      2.34345    7.023e-02   
60      3186.80      2.00455    2.801e-02   
61      3327.50      1.84550    4.487e-02   
62      3406.15      1.90875    2.390e-02   
63      3428.55      1.58120    3.182e-01   
64      3521.10      2.07105    4.740e-02   
65      3673.60      2.08055    3.492e-02   
66      3742.70      1.79490    1.931e-01   
67      3788.95      1.98560    1.837e-01   
68      3982.55      1.73470    6.332e-02   
69      4183.50      1.09040    4.506e-02   
70      4611.65      1.09658    9.743e-02   
71      4739.00      2.97460    2.829e-02   
72      4756.20      3.04325    2.344e-01   
73      4780.75      2.94750    1.886e-01   
74      4827.70      2.69000    1.644e-01   
75      4978.60      3.14625    2.447e-02   
76      5134.80      3.31080    6.307e-02   
77      5259.95      2.21105    2.578e+04   
78      5442.20      1.14895    1.533e-02   
79      7722.30      0.49635    4.180e-03   
80      8030.25      0.31433    4.544e-03   
81      8970.20      0.26272    1.986e-03   
82      9944.40      0.32081    2.675e-03   
83     10747.50      0.23174    2.162e-03   
84     12649.00      0.26076    9.154e-02   
85     13159.50      0.20878    1.462e-01   
86     15362.00      0.14500    1.450e-01   
87     17601.50      0.10171    1.017e-01   
88     19198.00      0.09519    9.519e-02   
89     53761.00      0.12013    1.201e-01   
90    221890.00      0.34518    3.452e-01   
91    355020.00      0.21868    2.187e-01   
